reference;partName;_HID;symbolName;sheetNumber;_DEST;noMount;trimOption;nominal_value;dim_nominal_value;ref_voltage_divider;fac_voltage_divider;des_voltage_divider
L1101;8908018026;sht7.cmp1888;l_sym_1.smb;007;;YES;;;;;;
L1102;8908018026;sht7.cmp1897;l_sym_1.smb;007;;YES;;;;;;
L1103;8908018026;sht7.cmp1875;l_sym_1.smb;007;;YES;;;;;;
L1150;8908018026;sht8.cmp1838;l_sym_1.smb;008;;YES;;;;;;
L1151;8908018026;sht8.cmp1697;l_sym_1.smb;008;;YES;;;;;;
L1152;8908018026;sht8.cmp1856;l_sym_1.smb;008;;YES;;;;;;
L1153;8908018026;sht8.cmp1705;l_sym_1.smb;008;;YES;;;;;;
L3000;8909007119;sht1.cmp5124;drossel_pol_sdsym_1.smb;001;;NO;;;;;;
L3001;8909008195;sht1.cmp5134;l_sym_1.smb;001;;YES;;;;;;
L3011;8909007119;sht1.cmp5147;drossel_pol_sdsym_1.smb;001;;NO;;;;;;
L3012;8909008195;sht1.cmp5146;l_sym_1.smb;001;;YES;;;;;;
L3020;8909007119;sht1.cmp5125;drossel_pol_sdsym_1.smb;001;;NO;;;;;;
L3021;8909008195;sht1.cmp5137;l_sym_1.smb;001;;YES;;;;;;
L3170;1267369112;sht3.cmp2038;b82789_sdsym_1.smb;003;;NO;;;;;;
L3605;8905506412;sht1.cmp5230;l_pol_sdsym_1.smb;001;;NO;;;;;;
L4550;1267369112;sht3.cmp1952;b82789_sdsym_1.smb;003;;YES;;;;;;
L4740;1267369133;sht3.cmp1202;b82789_sdsym_1.smb;003;;NO;;;;;;
L5120;1267369160;sht10.cmp3273/sht2.cmp3530;drossel_sdsym_1.smb;010;;NO;;;;;;
L9500;8909003753;sht16.cmp4937;drossel_ehr16lp_sdsym_1.smb;016;;NO;;;;;;
Q5000;1267369255;sht10.cmp3273/sht1.cmp3387;q_sym_1.smb;010;;NO;;;;;;
R1101;1267368015;sht7.cmp1905;r_sym_1.smb;007;;YES;;;;;;
R1102;1267360844;sht7.cmp1733;r_sym_1.smb;007;;YES;;;;;;
R1106;1267360825;sht7.cmp1717;r_sym_1.smb;007;;YES;;;;;;
R1107;1267362128;sht7.cmp1741;r_sym_1.smb;007;;YES;;;;;;
R1108;1267362128;sht7.cmp1696;r_sym_1.smb;007;;YES;;;;;;
R1109;1267360040;sht7.cmp2034;r_sym_1.smb;007;;YES;;;;;;
R1112;1267360864;sht7.cmp2035;r_sym_1.smb;007;;YES;;;;;;
R1114;1267368015;sht7.cmp1699;r_sym_1.smb;007;;YES;;;;;;
R1116;1267361535;sht7.cmp1986;r_sym_1.smb;007;;YES;;;;;;
R1118;1267361535;sht7.cmp2036;r_sym_1.smb;007;;YES;;;;;;
R1151;1267368015;sht8.cmp1707;r_sym_1.smb;008;;YES;;;;;;
R1152;1267360844;sht8.cmp1752;r_sym_1.smb;008;;YES;;;;;;
R1156;1267360825;sht8.cmp1704;r_sym_1.smb;008;;YES;;;;;;
R1157;1267362128;sht8.cmp1726;r_sym_1.smb;008;;YES;;;;;;
R1158;1267362128;sht8.cmp1907;r_sym_1.smb;008;;YES;;;;;;
R1164;1267368015;sht8.cmp1882;r_sym_1.smb;008;;YES;;;;;;
R1168;1267361535;sht8.cmp1986;r_sym_1.smb;008;;YES;;;;;;
R1400;1267362130;sht4.cmp459;r_sym_1.smb;004;;NO;;;;;;
R1405;1267362130;sht4.cmp517;r_sym_1.smb;004;;NO;;;;;;
R1410;1267362130;sht4.cmp386;r_sym_1.smb;004;;NO;;;;;;
R1415;1267362130;sht4.cmp818;r_sym_1.smb;004;;NO;;;;;;
R1420;1267362130;sht4.cmp1026;r_sym_1.smb;004;;YES;;;;;;
R1425;1267362130;sht4.cmp313;r_sym_1.smb;004;;NO;;;;;;
R1430;1267362130;sht4.cmp492;r_sym_1.smb;004;;NO;;;;;;
R1435;1267362130;sht4.cmp534;r_sym_1.smb;004;;NO;;;;;;
R1440;1267362130;sht4.cmp336;r_sym_1.smb;004;;NO;;;;;;
R1445;1267362130;sht4.cmp539;r_sym_1.smb;004;;NO;;;;;;
R1450;1267362130;sht4.cmp329;r_sym_1.smb;004;;NO;;;;;;
R1451;1267360844;sht4.cmp716;r_sym_1.smb;004;;NO;;;;;;
R1455;1267362130;sht4.cmp393;r_sym_1.smb;004;;NO;;;;;;
R1456;1267360844;sht4.cmp719;r_sym_1.smb;004;;NO;;;;;;
R1460;1267362130;sht4.cmp431;r_sym_1.smb;004;;NO;;;;;;
R1461;1267360844;sht4.cmp718;r_sym_1.smb;004;;NO;;;;;;
R1465;1267362130;sht4.cmp558;r_sym_1.smb;004;;NO;;;;;;
R1466;1267360844;sht4.cmp717;r_sym_1.smb;004;;NO;;;;;;
R1470;1267362130;sht4.cmp465;r_sym_1.smb;004;;NO;;;;;;
R1471;1267360844;sht4.cmp720;r_sym_1.smb;004;;NO;;;;;;
R1475;1267362125;sht4.cmp715;r_sym_1.smb;004;;NO;;;;;;
R1476;1267362124;sht4.cmp377;r_sym_1.smb;004;;NO;;;;;;
R1480;1267362130;sht4.cmp596;r_sym_1.smb;004;;NO;;;;;;
R1482;1267362193;sht4.cmp594;r_sym_1.smb;004;;NO;;;;;;
R1485;1267362130;sht4.cmp330;r_sym_1.smb;004;;NO;;;;;;
R1487;1267362193;sht4.cmp985;r_sym_1.smb;004;;NO;;;;;;
R1490;1267362130;sht4.cmp312;r_sym_1.smb;004;;NO;;;;;;
R1491;1267362198;sht4.cmp433;r_sym_1.smb;004;;NO;;;;;;
R1492;1267362128;sht4.cmp418;r_sym_1.smb;004;;YES;;;;;;
R1495;1267362130;sht4.cmp443;r_sym_1.smb;004;;NO;;;;;;
R1496;1267368016;sht4.cmp1021;r_sym_1.smb;004;;YES;;;;;;
R1497;1267362193;sht4.cmp1019;r_sym_1.smb;004;;NO;;;;;;
R1498;1267360858;sht4.cmp842;r_sym_1.smb;004;;YES;;;;;;
R1500;1267362130;sht4.cmp632;r_sym_1.smb;004;;YES;;;;;;
R1502;1267362193;sht4.cmp726;r_sym_1.smb;004;;YES;;;;;;
R1503;1267360631;sht4.cmp1024;r_sym_1.smb;004;;YES;;;;;;
R1505;1267362129;sht4.cmp646;r_sym_1.smb;004;;YES;;;;;;
R1507;1267362193;sht4.cmp727;r_sym_1.smb;004;;YES;;;;;;
R1510;1267362130;sht5.cmp412;r_sym_1.smb;005;;NO;;;;;;
R1511;1267360844;sht5.cmp1102;r_sym_1.smb;005;;NO;;;;;;
R1515;1267362125;sht5.cmp1463;r_sym_1.smb;005;;NO;;;;;;
R1516;1267362198;sht5.cmp1460;r_sym_1.smb;005;;YES;;;;;;
R1517;1267368011;sht5.cmp1434;r_sym_1.smb;005;;YES;;;;;;
R1518;1267362129;sht5.cmp1461;r_sym_1.smb;005;;NO;;;;;;
R1520;1267362130;sht5.cmp351;r_sym_1.smb;005;;NO;;;;;;
R1521;1267362125;sht5.cmp345;r_sym_1.smb;005;;YES;;;;;;
R1522;1267368016;sht5.cmp1213;r_sym_1.smb;005;;NO;;;;;;
R1525;1267362125;sht5.cmp1160;r_sym_1.smb;005;;NO;;;;;;
R1526;1267360855;sht5.cmp1158;r_sym_1.smb;005;;NO;;;;;;
R1527;1267368016;sht5.cmp1106;r_sym_1.smb;005;;YES;;;;;;
R1529;1267368016;sht5.cmp1108;r_sym_1.smb;005;;YES;;;;;;
R1530;1267362130;sht5.cmp690;r_sym_1.smb;005;;YES;;;;;;
R1531;1267360852;sht5.cmp1162;r_sym_1.smb;005;;YES;;;;;;
R1532;1267368016;sht5.cmp1112;r_sym_1.smb;005;;YES;;;;;;
R1534;1267368016;sht5.cmp1113;r_sym_1.smb;005;;YES;;;;;;
R1535;1267362125;sht5.cmp715;r_sym_1.smb;005;;NO;;;;;;
R1536;1267360855;sht5.cmp1326;r_sym_1.smb;005;;NO;;;;;;
R1537;1267362708;sht5.cmp1226;r_sym_1.smb;005;;YES;;;;;;
R1540;1267362130;sht5.cmp1284;r_sym_1.smb;005;;NO;;;;;;
R1541;1267360844;sht5.cmp1288;r_sym_1.smb;005;;NO;;;;;;
R1542;1267368011;sht5.cmp1389;r_sym_1.smb;005;;YES;;;;;;
R1544;1267368016;sht5.cmp1283;r_sym_1.smb;005;;YES;;;;;;
R1545;1267362130;sht5.cmp741;r_sym_1.smb;005;;NO;;;;;;
R1546;1267368016;sht5.cmp1114;r_sym_1.smb;005;;YES;;;;;;
R1547;1267368011;sht5.cmp1164;r_sym_1.smb;005;;NO;;;;;;
R1550;1267362130;sht5.cmp1451;r_sym_1.smb;005;;NO;;;;;;
R1551;1267360844;sht5.cmp1449;r_sym_1.smb;005;;NO;;;;;;
R1593;1267361537;sht6.cmp450;r_sym_1.smb;006;;NO;;;;;;
R1598;1267361545;sht6.cmp370;r_sym_1.smb;006;;NO;;;;;;
R1703;1267368103;sht6.cmp1188;r_sym_1.smb;006;;NO;;;;;;
R1708;1267362740;sht6.cmp1189;r_sym_1.smb;006;;NO;;;;;;
R1713;1267362128;sht6.cmp1187;r_sym_1.smb;006;;NO;;;;;;
R1714;1267362129;sht6.cmp1126;r_sym_1.smb;006;;YES;;;;;;
R1716;1267361535;sht6.cmp1122;r_sym_1.smb;006;;NO;;;;;;
R1718;1267361535;sht6.cmp1113;r_sym_1.smb;006;;NO;;;;;;
R1721;1267362124;sht6.cmp416;r_sym_1.smb;006;;NO;;;;;;
R1726;1267362124;sht6.cmp358;r_sym_1.smb;006;;NO;;;;;;
R1975;1267362130;sht6.cmp1009;r_sym_1.smb;006;;NO;;;;;;
R1977;1267368013;sht6.cmp1183;r_sym_1.smb;006;;YES;;;;;;
R1978;1267368016;sht6.cmp1185;r_sym_1.smb;006;;YES;;;;;;
R2080;1267362129;sht4.cmp513;r_sym_1.smb;004;;NO;;;;;;
R2081;1267368104;sht4.cmp406;r_sym_1.smb;004;;NO;;;;;;
R2083;1267361535;sht4.cmp305;r_sym_1.smb;004;;NO;;;;;;
R2100;1267362129;sht9.cmp423;r_sym_1.smb;009;;NO;;;;;;
R2101;1267360852;sht9.cmp1150;r_sym_1.smb;009;;YES;;;;;;
R2102;1267360852;sht9.cmp1269;r_sym_1.smb;009;;NO;;;;;;
R2110;1267362130;sht9.cmp1567;r_sym_1.smb;009;;NO;;;;;;
R2111;1267368017;sht9.cmp1488;r_sym_1.smb;009;;NO;;;;;;
R2120;1267362130;sht9.cmp1480;r_sym_1.smb;009;;NO;;;;;;
R2123;1267361539;sht9.cmp1469;r_sym_1.smb;009;;YES;;;;;;
R2129;1267368017;sht9.cmp1487;r_sym_1.smb;009;;NO;;;;;;
R2130;1267362131;sht9.cmp460;r_sym_1.smb;009;;NO;;;;;;
R2131;1267368013;sht9.cmp1162;r_sym_1.smb;009;;NO;;;;;;
R2134;1267368002;sht9.cmp1248;r_sym_1.smb;009;;NO;;;;;;
R2136;1267360855;sht9.cmp1141;r_sym_1.smb;009;;NO;;;;;;
R2140;1267362129;sht9.cmp285;r_sym_1.smb;009;;NO;;;;;;
R2145;1267368010;sht9.cmp1190;r_sym_1.smb;009;;NO;;;;;;
R2147;1267368007;sht9.cmp1144;r_sym_1.smb;009;;NO;;;;;;
R2150;1267362129;sht9.cmp301;r_sym_1.smb;009;;NO;;;;;;
R2152;1267360859;sht9.cmp1148;r_sym_1.smb;009;;NO;;;;;;
R2155;1267362130;sht9.cmp439;r_sym_1.smb;009;;NO;;;;;;
R2156;1267368017;sht9.cmp1747;r_sym_1.smb;009;;NO;;;;;;
R2157;1267360855;sht9.cmp1157;r_sym_1.smb;009;;YES;;;;;;
R2160;1267362130;sht9.cmp566;r_sym_1.smb;009;;NO;;;;;;
R2161;1267368017;sht9.cmp1748;r_sym_1.smb;009;;NO;;;;;;
R2162;1267360855;sht9.cmp1158;r_sym_1.smb;009;;YES;;;;;;
R2165;1267368106;sht9.cmp1236;r_sym_1.smb;009;;NO;;;;;;
R2166;1267360856;sht9.cmp1159;r_sym_1.smb;009;;NO;;;;;;
R2170;1267362131;sht5.cmp1429;r_sym_1.smb;005;;NO;;;;;;
R2171;1267360856;sht5.cmp1373;r_sym_1.smb;005;;YES;;;;;;
R2172;1267362193;sht5.cmp1438;r_sym_1.smb;005;;YES;;;;;;
R2173;1267368013;sht5.cmp1425;r_sym_1.smb;005;;NO;;;;;;
R2174;1267368002;sht5.cmp1426;r_sym_1.smb;005;;NO;;;;;;
R2175;1267362130;sht9.cmp402;r_sym_1.smb;009;;NO;;;;;;
R2176;1267360855;sht9.cmp1163;r_sym_1.smb;009;;NO;;;;;;
R2180;1267362129;sht9.cmp1375;r_sym_1.smb;009;;NO;;;;;;
R2181;1267360859;sht9.cmp1168;r_sym_1.smb;009;;YES;;;;;;
R2182;1267360859;sht9.cmp1568;r_sym_1.smb;009;;NO;;;;;;
R2183;1267360899;sht9.cmp1221;r_sym_1.smb;009;;YES;;;;;;
R2184;1267360859;sht9.cmp1569;r_sym_1.smb;009;;NO;;;;;;
R2185;1267362129;sht9.cmp1208;r_sym_1.smb;009;;NO;;;;;;
R2186;1267360899;sht9.cmp1270;r_sym_1.smb;009;;YES;;;;;;
R2187;1267360855;sht9.cmp1212;r_sym_1.smb;009;;YES;;;;;;
R2190;1267362125;sht9.cmp1088;r_sym_1.smb;009;;NO;;;;;;
R2191;1267360844;sht9.cmp1213;r_sym_1.smb;009;;NO;;;;;;
R2195;1267368106;sht9.cmp1755;r_sym_1.smb;009;;NO;;;;;;
R2196;1267368106;sht9.cmp1751;r_sym_1.smb;009;;YES;;;;;;
R2197;1267362130;sht9.cmp1756;r_sym_1.smb;009;;NO;;;;;;
R2198;1267368021;sht9.cmp1154;r_sym_1.smb;009;;NO;;;;;;
R2199;1267368021;sht9.cmp1155;r_sym_1.smb;009;;NO;;;;;;
R2200;1267362131;sht9.cmp1740;r_sym_1.smb;009;;NO;;;;;;
R2201;1267368013;sht9.cmp1738;r_sym_1.smb;009;;NO;;;;;;
R2202;1267360852;sht9.cmp1493;r_sym_1.smb;009;;YES;;;;;;
R2203;1267368002;sht9.cmp1739;r_sym_1.smb;009;;NO;;;;;;
R2204;1267360899;sht9.cmp1572;r_sym_1.smb;009;;YES;;;;;;
R2210;1267362131;sht9.cmp1744;r_sym_1.smb;009;;NO;;;;;;
R2211;1267360899;sht9.cmp1515;r_sym_1.smb;009;;YES;;;;;;
R2212;1267360855;sht9.cmp1517;r_sym_1.smb;009;;YES;;;;;;
R2215;1267368002;sht9.cmp1743;r_sym_1.smb;009;;NO;;;;;;
R2216;1267368013;sht9.cmp1745;r_sym_1.smb;009;;NO;;;;;;
R2220;1267362131;sht9.cmp1226;r_sym_1.smb;009;;NO;;;;;;
R2225;1267368002;sht9.cmp1186;r_sym_1.smb;009;;NO;;;;;;
R2226;1267368013;sht9.cmp1178;r_sym_1.smb;009;;NO;;;;;;
R2230;1267362131;sht9.cmp1319;r_sym_1.smb;009;;NO;;;;;;
R2235;1267368002;sht9.cmp1336;r_sym_1.smb;009;;NO;;;;;;
R2236;1267368013;sht9.cmp1330;r_sym_1.smb;009;;NO;;;;;;
R2240;1267362131;sht9.cmp1321;r_sym_1.smb;009;;NO;;;;;;
R2245;1267368002;sht9.cmp1331;r_sym_1.smb;009;;NO;;;;;;
R2246;1267368013;sht9.cmp1337;r_sym_1.smb;009;;NO;;;;;;
R2250;1267362131;sht9.cmp1651;r_sym_1.smb;009;;NO;;;;;;
R2255;1267368002;sht9.cmp1639;r_sym_1.smb;009;;NO;;;;;;
R2256;1267368013;sht9.cmp1636;r_sym_1.smb;009;;NO;;;;;;
R2260;1267362131;sht9.cmp1660;r_sym_1.smb;009;;NO;;;;;;
R2265;1267368002;sht9.cmp1638;r_sym_1.smb;009;;NO;;;;;;
R2266;1267368013;sht9.cmp1666;r_sym_1.smb;009;;NO;;;;;;
R2270;1267362131;sht9.cmp1700;r_sym_1.smb;009;;NO;;;;;;
R2274;1267360855;sht9.cmp1762;r_sym_1.smb;009;;YES;;;;;;
R2275;1267368002;sht9.cmp1704;r_sym_1.smb;009;;NO;;;;;;
R2276;1267368013;sht9.cmp1694;r_sym_1.smb;009;;NO;;;;;;
R2280;1267362131;sht9.cmp1679;r_sym_1.smb;009;;NO;;;;;;
R2284;1267360855;sht9.cmp1761;r_sym_1.smb;009;;YES;;;;;;
R2285;1267368002;sht9.cmp1698;r_sym_1.smb;009;;NO;;;;;;
R2286;1267368013;sht9.cmp1706;r_sym_1.smb;009;;NO;;;;;;
R2495;1267362131;sht4.cmp879;r_sym_1.smb;004;;NO;;;;;;
R2500;1267368002;sht4.cmp875;r_sym_1.smb;004;;NO;;;;;;
R2501;1267368013;sht4.cmp868;r_sym_1.smb;004;;NO;;;;;;
R2505;1267362131;sht4.cmp888;r_sym_1.smb;004;;NO;;;;;;
R2507;1267362193;sht4.cmp896;r_sym_1.smb;004;;YES;;;;;;
R2510;1267368002;sht4.cmp902;r_sym_1.smb;004;;NO;;;;;;
R2511;1267368013;sht4.cmp895;r_sym_1.smb;004;;NO;;;;;;
R2515;1267362131;sht4.cmp907;r_sym_1.smb;004;;NO;;;;;;
R2520;1267368002;sht4.cmp911;r_sym_1.smb;004;;NO;;;;;;
R2521;1267368013;sht4.cmp912;r_sym_1.smb;004;;NO;;;;;;
R2525;1267368002;sht5.cmp1386;r_sym_1.smb;005;;NO;;;;;;
R2527;1267362193;sht5.cmp1337;r_sym_1.smb;005;;YES;;;;;;
R2530;1267362131;sht5.cmp1387;r_sym_1.smb;005;;NO;;;;;;
R2531;1267368013;sht5.cmp1382;r_sym_1.smb;005;;NO;;;;;;
R2540;1267362131;sht5.cmp824;r_sym_1.smb;005;;NO;;;;;;
R2541;1267362193;sht5.cmp814;r_sym_1.smb;005;;YES;;;;;;
R2542;1267362193;sht5.cmp1329;r_sym_1.smb;005;;YES;;;;;;
R2545;1267368002;sht5.cmp1130;r_sym_1.smb;005;;NO;;;;;;
R2546;1267368013;sht5.cmp1167;r_sym_1.smb;005;;NO;;;;;;
R2550;1267362131;sht5.cmp1184;r_sym_1.smb;005;;NO;;;;;;
R2552;1267362193;sht5.cmp961;r_sym_1.smb;005;;YES;;;;;;
R2555;1267368002;sht5.cmp1183;r_sym_1.smb;005;;NO;;;;;;
R2556;1267368013;sht5.cmp1165;r_sym_1.smb;005;;NO;;;;;;
R2560;1267362131;sht5.cmp1178;r_sym_1.smb;005;;NO;;;;;;
R2562;1267362193;sht5.cmp856;r_sym_1.smb;005;;YES;;;;;;
R2565;1267368002;sht5.cmp1177;r_sym_1.smb;005;;NO;;;;;;
R2566;1267368013;sht5.cmp1166;r_sym_1.smb;005;;NO;;;;;;
R2570;1267362131;sht5.cmp876;r_sym_1.smb;005;;NO;;;;;;
R2571;1267368016;sht5.cmp1134;r_sym_1.smb;005;;YES;;;;;;
R2572;1267362193;sht5.cmp1437;r_sym_1.smb;005;;YES;;;;;;
R2575;1267368002;sht5.cmp1202;r_sym_1.smb;005;;NO;;;;;;
R2576;1267368013;sht5.cmp1197;r_sym_1.smb;005;;NO;;;;;;
R2580;1267362131;sht5.cmp1067;r_sym_1.smb;005;;NO;;;;;;
R2585;1267368002;sht5.cmp1139;r_sym_1.smb;005;;NO;;;;;;
R2586;1267368013;sht5.cmp1170;r_sym_1.smb;005;;NO;;;;;;
R2590;1267362131;sht5.cmp1009;r_sym_1.smb;005;;NO;;;;;;
R2592;1267362193;sht5.cmp602;r_sym_1.smb;005;;YES;;;;;;
R2595;1267368002;sht5.cmp1135;r_sym_1.smb;005;;NO;;;;;;
R2596;1267368013;sht5.cmp1173;r_sym_1.smb;005;;NO;;;;;;
R2600;1267362131;sht5.cmp1010;r_sym_1.smb;005;;NO;;;;;;
R2602;1267362193;sht5.cmp605;r_sym_1.smb;005;;YES;;;;;;
R2605;1267368002;sht5.cmp1136;r_sym_1.smb;005;;NO;;;;;;
R2606;1267368013;sht5.cmp1172;r_sym_1.smb;005;;NO;;;;;;
R2610;1267362131;sht5.cmp1062;r_sym_1.smb;005;;NO;;;;;;
R2615;1267368002;sht5.cmp1137;r_sym_1.smb;005;;NO;;;;;;
R2616;1267368013;sht5.cmp1169;r_sym_1.smb;005;;NO;;;;;;
R2620;1267362131;sht5.cmp1061;r_sym_1.smb;005;;NO;;;;;;
R2625;1267368002;sht5.cmp1138;r_sym_1.smb;005;;NO;;;;;;
R2626;1267368013;sht5.cmp1171;r_sym_1.smb;005;;NO;;;;;;
R2630;1267362131;sht5.cmp1051;r_sym_1.smb;005;;NO;;;;;;
R2632;1267362193;sht5.cmp840;r_sym_1.smb;005;;YES;;;;;;
R2635;1267368002;sht5.cmp1140;r_sym_1.smb;005;;NO;;;;;;
R2636;1267368013;sht5.cmp1168;r_sym_1.smb;005;;NO;;;;;;
R2640;1267362131;sht5.cmp1267;r_sym_1.smb;005;;NO;;;;;;
R2642;1267362193;sht5.cmp1330;r_sym_1.smb;005;;YES;;;;;;
R2645;1267368002;sht5.cmp1270;r_sym_1.smb;005;;NO;;;;;;
R2646;1267368013;sht5.cmp1242;r_sym_1.smb;005;;NO;;;;;;
R3006;1267368026;sht1.cmp5091;r_sym_1.smb;001;;YES;;;;;;
R3011;1267368025;sht1.cmp5179;r_sym_1.smb;001;;NO;;;;;;
R3020;1267360707;sht1.cmp5097;rshunt_1_sym_1.smb;001;;NO;;;;;;
R3021;1267360857;sht1.cmp5126;r_sym_1.smb;001;;NO;;;;;;
R3022;1267362792;sht1.cmp5089;r_sym_1.smb;001;;NO;;;;;;
R3023;1267368026;sht1.cmp5090;r_sym_1.smb;001;;YES;;;;;;
R3024;1267368036;sht1.cmp5127;r_sym_1.smb;001;;NO;;;;;;
R3025;1267362792;sht1.cmp5084;r_sym_1.smb;001;;NO;;;;;;
R3026;1267368036;sht1.cmp5205;r_sym_1.smb;001;;NO;;;;;;
R3029;1267360375;sht1.cmp5129;r_sym_1.smb;001;;NO;;;;;;
R3030;8901009076;sht1.cmp5096;rshunt_1_sym_1.smb;001;;NO;;;;;;
R3031;1267362738;sht1.cmp5130;r_sym_1.smb;001;;NO;;;;;;
R3032;1267368036;sht1.cmp5131;r_sym_1.smb;001;;NO;;;;;;
R3033;1267362792;sht1.cmp5088;r_sym_1.smb;001;;NO;;;;;;
R3034;1267368026;sht1.cmp5095;r_sym_1.smb;001;;YES;;;;;;
R3043;1267360860;sht1.cmp5085;r_sym_1.smb;001;;YES;;;;;;
R3044;1267360860;sht1.cmp5087;r_sym_1.smb;001;;NO;;;;;;
R3046;1267360860;sht1.cmp5093;r_sym_1.smb;001;;YES;;;;;;
R3080;1267360860;sht1.cmp5094;r_sym_1.smb;001;;NO;;;;;;
R3082;1267360860;sht1.cmp5086;r_sym_1.smb;001;;NO;;;;;;
R3160;1267362197;sht2.cmp2308;r_sym_1.smb;002;;YES;;;;;;
R3161;1267361541;sht2.cmp2275;r_sym_1.smb;002;;YES;;;;;;
R3162;1267368003;sht2.cmp2758;r_sym_1.smb;002;;NO;;;;;;
R3163;1267368003;sht2.cmp2385;r_sym_1.smb;002;;NO;;;;;;
R3164;1267361538;sht2.cmp2755;r_sym_1.smb;002;;NO;;;;;;
R3165;1267361538;sht2.cmp2756;r_sym_1.smb;002;;NO;;;;;;
R3166;1267361541;sht2.cmp2757;r_sym_1.smb;002;;NO;;;;;;
R3167;1267361541;sht2.cmp2252;r_sym_1.smb;002;;NO;;;;;;
R3168;1267360618;sht2.cmp2266;r_sym_1.smb;002;;YES;;;;;;
R3170;1267360861;sht3.cmp1182;r_sym_1.smb;003;;NO;;;;;;
R3171;1267360861;sht3.cmp1183;r_sym_1.smb;003;;NO;;;;;;
R3199;1267361541;sht2.cmp2753;r_sym_1.smb;002;;NO;;;;;;
R3508;1267360864;sht2.cmp2414;r_sym_1.smb;002;;NO;;;;;;
R4425;1267361535;sht3.cmp2026;r_sym_1.smb;003;;YES;;;;;;
R4435;1267361535;sht3.cmp2009;r_sym_1.smb;003;;YES;;;;;;
R4445;1267361535;sht3.cmp1994;r_sym_1.smb;003;;YES;;;;;;
R4550;1267360861;sht3.cmp1964;r_sym_1.smb;003;;YES;;;;;;
R4551;1267360861;sht3.cmp1935;r_sym_1.smb;003;;YES;;;;;;
R4563;1267377475;sht3.cmp1883;var_sym_1.smb;003;;YES;;;;;;
R4564;1267362741;sht3.cmp1886;r_sym_1.smb;003;;NO;;;;;;
R4573;1267377475;sht3.cmp1712;var_sym_1.smb;003;;YES;;;;;;
R4574;1267362741;sht3.cmp1661;r_sym_1.smb;003;;NO;;;;;;
R4583;1267377475;sht3.cmp1810;var_sym_1.smb;003;;YES;;;;;;
R4584;1267360624;sht3.cmp1823;r_sym_1.smb;003;;YES;;;;;;
R4593;1267377475;sht3.cmp1748;var_sym_1.smb;003;;YES;;;;;;
R4594;1267360624;sht3.cmp1713;r_sym_1.smb;003;;YES;;;;;;
R4743;1267362144;sht3.cmp963;r_sym_1.smb;003;;YES;;;;;;
R4746;1267362711;sht3.cmp1204;r_sym_1.smb;003;;NO;;;;;;
R4747;1267362711;sht3.cmp1203;r_sym_1.smb;003;;NO;;;;;;
R4762;1267362129;sht3.cmp1159;r_sym_1.smb;003;;NO;;;;;;
R4763;1267360856;sht3.cmp1160;r_sym_1.smb;003;;NO;;;;;;
R5000;1267362732;sht10.cmp3273/sht1.cmp2404;r_sym_1.smb;010;;NO;;;;;;
R5001;1267362732;sht10.cmp3273/sht1.cmp2517;r_sym_1.smb;010;;NO;;;;;;
R5002;1267361540;sht10.cmp3273/sht1.cmp2209;r_sym_1.smb;010;;NO;;;;;;
R5003;1267362715;sht10.cmp3273/sht1.cmp2216;r_sym_1.smb;010;;NO;;;;;;
R5004;1267361536;sht10.cmp3273/sht1.cmp2604;r_sym_1.smb;010;;NO;;;;;;
R5005;1267361542;sht10.cmp3273/sht1.cmp2272;r_sym_1.smb;010;;YES;;;;;;
R5006;1267361542;sht10.cmp3273/sht1.cmp2015;r_sym_1.smb;010;;YES;;;;;;
R5007;1267362732;sht10.cmp3273/sht1.cmp2542;r_sym_1.smb;010;;NO;;;;;;
R5008;1267361542;sht10.cmp3273/sht1.cmp3361;r_sym_1.smb;010;;NO;;;;;;
R5050;1267361542;sht10.cmp3273/sht1.cmp3266;r_sym_1.smb;010;;YES;;;;;;
R5051;1267361542;sht10.cmp3273/sht1.cmp3262;r_sym_1.smb;010;;YES;;;;;;
R5080;1267361544;sht10.cmp3273/sht1.cmp3241;r_sym_1.smb;010;;YES;;;;;;
R5081;1267361544;sht10.cmp3273/sht1.cmp3242;r_sym_1.smb;010;;YES;;;;;;
R5082;1267361544;sht10.cmp3273/sht1.cmp3243;r_sym_1.smb;010;;YES;;;;;;
R5090;1267361544;sht10.cmp3273/sht1.cmp3376;r_sym_1.smb;010;;YES;;;;;;
R5091;1267361544;sht10.cmp3273/sht1.cmp3379;r_sym_1.smb;010;;YES;;;;;;
R5092;1267361544;sht10.cmp3273/sht1.cmp3382;r_sym_1.smb;010;;YES;;;;;;
R5122;1267361536;sht10.cmp3273/sht2.cmp3320;r_sym_1.smb;010;;NO;;;;;;
R5123;1267361536;sht10.cmp3273/sht2.cmp3324;r_sym_1.smb;010;;NO;;;;;;
R5125;1267361542;sht10.cmp3273/sht2.cmp3361;r_sym_1.smb;010;;YES;;;;;;
R5128;1267360847;sht10.cmp3273/sht2.cmp3517;r_sym_1.smb;010;;YES;;;;;;
R5901;1267361537;sht6.cmp1098;r_sym_1.smb;006;;NO;;;;;;
R5902;1267361537;sht6.cmp1060;r_sym_1.smb;006;;NO;;;;;;
R5904;1267362711;sht16.cmp4561;r_sym_1.smb;016;;NO;;;;;;
R5905;1267362711;sht16.cmp4491;r_sym_1.smb;016;;NO;;;;;;
R6001;1267362726;sht11.cmp2587;r_sym_1.smb;011;;NO;;;;;;
