reference;partName;_HID;symbolName;sheetNumber;_DEST;noMount;trimOption;nominal_value;dim_nominal_value;ref_voltage_divider;fac_voltage_divider;des_voltage_divider
C1485;1267370662;sht4.cmp369;c_sym_1.smb;004;;NO;;;;;;
C1490;1267370662;sht4.cmp523;c_sym_1.smb;004;;NO;;;;;;
C1495;1267370662;sht4.cmp301;c_sym_1.smb;004;;NO;;;;;;
C1500;1267361535;sht4.cmp760;c_sym_1.smb;004;;NO;;;;;;
C1505;1267361535;sht4.cmp658;c_sym_1.smb;004;;NO;;;;;;
C1510;1267370662;sht5.cmp396;c_sym_1.smb;005;;NO;;;;;;
C1515;1267370662;sht5.cmp1462;c_sym_1.smb;005;;NO;;;;;;
C1520;1267370662;sht5.cmp360;c_sym_1.smb;005;;NO;;;;;;
C1525;1267370682;sht5.cmp1159;c_sym_1.smb;005;;NO;;;;;;
C1530;1267361535;sht5.cmp696;c_sym_1.smb;005;;NO;;;;;;
C1535;1267370682;sht5.cmp720;c_sym_1.smb;005;;NO;;;;;;
C1540;1267370662;sht5.cmp1280;c_sym_1.smb;005;;NO;;;;;;
C1545;1267370662;sht5.cmp746;c_sym_1.smb;005;;NO;;;;;;
C1550;1267370662;sht5.cmp1453;c_sym_1.smb;005;;NO;;;;;;
C1600;1267370682;sht6.cmp13;c_sym_1.smb;006;;NO;;;;;;
C1700;1267370682;sht6.cmp742;c_sym_1.smb;006;;NO;;;;;;
C1710;1267370682;sht6.cmp1116;c_sym_1.smb;006;;NO;;;;;;
C1716;1267370011;sht6.cmp1123;c_sym_1.smb;006;;NO;;;;;;
C1975;1267370662;sht6.cmp1006;c_sym_1.smb;006;;NO;;;;;;
C2080;1267370011;sht4.cmp457;c_sym_1.smb;004;;NO;;;;;;
C2100;1267370667;sht9.cmp1078;c_sym_1.smb;009;;NO;;;;;;
C2110;1267370007;sht9.cmp374;c_sym_1.smb;009;;NO;;;;;;
C2120;1267370007;sht9.cmp1474;c_sym_1.smb;009;;NO;;;;;;
C2130;1267370007;sht9.cmp350;c_sym_1.smb;009;;NO;;;;;;
C2134;1267370907;sht9.cmp1251;c_sym_1.smb;009;;NO;;;;;;
C2140;1267370667;sht9.cmp1074;c_sym_1.smb;009;;NO;;;;;;
C2145;1267370667;sht9.cmp1075;c_sym_1.smb;009;;NO;;;;;;
C2150;1267370667;sht9.cmp1077;c_sym_1.smb;009;;NO;;;;;;
C2155;1267370007;sht9.cmp347;c_sym_1.smb;009;;NO;;;;;;
C2160;1267370007;sht9.cmp568;c_sym_1.smb;009;;NO;;;;;;
C2165;1267370007;sht9.cmp1268;c_sym_1.smb;009;;NO;;;;;;
C2170;1267370007;sht5.cmp1430;c_sym_1.smb;005;;NO;;;;;;
C2171;1267370907;sht5.cmp1428;c_sym_1.smb;005;;NO;;;;;;
C2175;1267370607;sht9.cmp303;c_sym_1.smb;009;;NO;;;;;;
C2180;1267370667;sht9.cmp1085;c_sym_1.smb;009;;NO;;;;;;
C2185;1267370667;sht9.cmp1209;c_sym_1.smb;009;;NO;;;;;;
C2190;1267370607;sht9.cmp1090;c_sym_1.smb;009;;NO;;;;;;
C2195;1267370682;sht9.cmp1758;c_sym_1.smb;009;;NO;;;;;;
C2200;1267370007;sht9.cmp1741;c_sym_1.smb;009;;NO;;;;;;
C2202;1267370907;sht9.cmp1550;c_sym_1.smb;009;;NO;;;;;;
C2210;1267370007;sht9.cmp1742;c_sym_1.smb;009;;NO;;;;;;
C2212;1267370907;sht9.cmp1546;c_sym_1.smb;009;;NO;;;;;;
C2220;1267370007;sht9.cmp809;c_sym_1.smb;009;;NO;;;;;;
C2225;1267370907;sht9.cmp804;c_sym_1.smb;009;;NO;;;;;;
C2230;1267370007;sht9.cmp1343;c_sym_1.smb;009;;NO;;;;;;
C2235;1267370907;sht9.cmp1318;c_sym_1.smb;009;;NO;;;;;;
C2240;1267370007;sht9.cmp1342;c_sym_1.smb;009;;NO;;;;;;
C2245;1267370907;sht9.cmp1339;c_sym_1.smb;009;;NO;;;;;;
C2250;1267370007;sht9.cmp1662;c_sym_1.smb;009;;NO;;;;;;
C2255;1267370907;sht9.cmp1644;c_sym_1.smb;009;;NO;;;;;;
C2260;1267370007;sht9.cmp1649;c_sym_1.smb;009;;NO;;;;;;
C2265;1267370907;sht9.cmp1643;c_sym_1.smb;009;;NO;;;;;;
C2270;1267370007;sht9.cmp1685;c_sym_1.smb;009;;NO;;;;;;
C2275;1267370907;sht9.cmp1683;c_sym_1.smb;009;;NO;;;;;;
C2280;1267370007;sht9.cmp1699;c_sym_1.smb;009;;NO;;;;;;
C2285;1267370907;sht9.cmp1682;c_sym_1.smb;009;;NO;;;;;;
C2495;1267370007;sht4.cmp859;c_sym_1.smb;004;;NO;;;;;;
C2500;1267370907;sht4.cmp874;c_sym_1.smb;004;;NO;;;;;;
C2505;1267370007;sht4.cmp894;c_sym_1.smb;004;;NO;;;;;;
C2510;1267370907;sht4.cmp885;c_sym_1.smb;004;;NO;;;;;;
C2515;1267370007;sht4.cmp923;c_sym_1.smb;004;;NO;;;;;;
C2520;1267370907;sht4.cmp913;c_sym_1.smb;004;;NO;;;;;;
C2530;1267370007;sht5.cmp1388;c_sym_1.smb;005;;NO;;;;;;
C2531;1267370907;sht5.cmp1341;c_sym_1.smb;005;;NO;;;;;;
C2540;1267370007;sht5.cmp825;c_sym_1.smb;005;;NO;;;;;;
C2545;1267370907;sht5.cmp818;c_sym_1.smb;005;;NO;;;;;;
C2550;1267370007;sht5.cmp1185;c_sym_1.smb;005;;NO;;;;;;
C2555;1267370907;sht5.cmp937;c_sym_1.smb;005;;NO;;;;;;
C2560;1267370007;sht5.cmp1179;c_sym_1.smb;005;;NO;;;;;;
C2565;1267370907;sht5.cmp849;c_sym_1.smb;005;;NO;;;;;;
C2570;1267370007;sht5.cmp866;c_sym_1.smb;005;;NO;;;;;;
C2575;1267370907;sht5.cmp1201;c_sym_1.smb;005;;NO;;;;;;
C2580;1267370007;sht5.cmp1068;c_sym_1.smb;005;;NO;;;;;;
C2585;1267370907;sht5.cmp558;c_sym_1.smb;005;;NO;;;;;;
C2590;1267370007;sht5.cmp770;c_sym_1.smb;005;;NO;;;;;;
C2595;1267370907;sht5.cmp581;c_sym_1.smb;005;;NO;;;;;;
C2600;1267370007;sht5.cmp769;c_sym_1.smb;005;;NO;;;;;;
C2605;1267370907;sht5.cmp586;c_sym_1.smb;005;;NO;;;;;;
C2610;1267370007;sht5.cmp1064;c_sym_1.smb;005;;NO;;;;;;
C2615;1267370907;sht5.cmp990;c_sym_1.smb;005;;NO;;;;;;
C2620;1267370007;sht5.cmp1063;c_sym_1.smb;005;;NO;;;;;;
C2625;1267370907;sht5.cmp957;c_sym_1.smb;005;;NO;;;;;;
C2630;1267370007;sht5.cmp1052;c_sym_1.smb;005;;NO;;;;;;
C2635;1267370907;sht5.cmp833;c_sym_1.smb;005;;NO;;;;;;
C2640;1267370007;sht5.cmp1268;c_sym_1.smb;005;;NO;;;;;;
C2645;1267370907;sht5.cmp1263;c_sym_1.smb;005;;NO;;;;;;
C3000;1267370911;sht1.cmp5107;c_sym_1.smb;001;;NO;;;;;;
C3001;1267370844;sht1.cmp5108;c_sym_1.smb;001;;NO;;;;;;
C3003;1267373304;sht1.cmp4999;elko_sym_1.smb;001;;NO;;;;;;
C3004;1267370844;sht1.cmp5109;c_sym_1.smb;001;;YES;;;;;;
C3005;1267370844;sht1.cmp5110;c_sym_1.smb;001;;NO;;;;;;
C3006;1267370829;sht1.cmp5111;c_sym_1.smb;001;;YES;;;;;;
C3010;1267370911;sht1.cmp5112;c_sym_1.smb;001;;YES;;;;;;
C3012;1267370828;sht1.cmp5113;c_sym_1.smb;001;;NO;;;;;;
C3013;1267370760;sht1.cmp5114;c_sym_1.smb;001;;NO;;;;;;
C3014;1267370760;sht1.cmp5202;c_sym_1.smb;001;;NO;;;;;;
C3019;1267362137;sht1.cmp4987;c_sym_1.smb;001;;YES;;;;;;
C3020;1267370594;sht1.cmp5115;c_sym_1.smb;001;;NO;;;;;;
C3021;1267370682;sht1.cmp4983;c_sym_1.smb;001;;NO;;;;;;
C3023;1267370008;sht1.cmp4989;c_sym_1.smb;001;;YES;;;;;;
C3024;1267370666;sht1.cmp4982;c_sym_1.smb;001;;YES;;;;;;
C3025;1267362134;sht1.cmp5232;c_sym_1.smb;001;;NO;;;;;;
C3026;1267370767;sht1.cmp4991;c_sym_1.smb;001;;NO;;;;;;
C3027;1267370767;sht1.cmp4995;c_sym_1.smb;001;;NO;;;;;;
C3028;1267370028;sht1.cmp4990;c_sym_1.smb;001;;NO;;;;;;
C3029;1267370028;sht1.cmp4984;c_sym_1.smb;001;;NO;;;;;;
C3030;1267370771;sht1.cmp4981;c_sym_1.smb;001;;NO;;;;;;
C3031;1267370009;sht1.cmp4994;c_sym_1.smb;001;;NO;;;;;;
C3032;1267370670;sht1.cmp5231;c_sym_1.smb;001;;NO;;;;;;
C3034;1267362132;sht1.cmp5241;c_sym_1.smb;001;;YES;;;;;;
C3041;1267370564;sht1.cmp4992;c_sym_1.smb;001;;NO;;;;;;
C3042;1267370564;sht1.cmp4998;c_sym_1.smb;001;;NO;;;;;;
C3043;1267370564;sht1.cmp4985;c_sym_1.smb;001;;YES;;;;;;
C3050;1267370011;sht2.cmp2250;c_sym_1.smb;002;;NO;;;;;;
C3051;1267370771;sht2.cmp2254;c_sym_1.smb;002;;YES;;;;;;
C3052;1267370011;sht2.cmp2323;c_sym_1.smb;002;;YES;;;;;;
C3053;1267370771;sht2.cmp2278;c_sym_1.smb;002;;NO;;;;;;
C3054;1267370011;sht2.cmp2348;c_sym_1.smb;002;;NO;;;;;;
C3055;1267370771;sht2.cmp2324;c_sym_1.smb;002;;NO;;;;;;
C3059;1267370682;sht1.cmp5118;c_sym_1.smb;001;;NO;;;;;;
C3071;1267370564;sht2.cmp2251;c_sym_1.smb;002;;NO;;;;;;
C3072;1267370564;sht2.cmp2249;c_sym_1.smb;002;;NO;;;;;;
C3073;1267370564;sht2.cmp2306;c_sym_1.smb;002;;NO;;;;;;
C3075;1267370747;sht2.cmp2274;c_sym_1.smb;002;;YES;;;;;;
C3076;1267370747;sht2.cmp2301;c_sym_1.smb;002;;YES;;;;;;
C3077;1267370747;sht2.cmp2260;c_sym_1.smb;002;;YES;;;;;;
C3080;1267370564;sht1.cmp4993;c_sym_1.smb;001;;NO;;;;;;
C3090;1267362134;sht1.cmp4988;c_sym_1.smb;001;;NO;;;;;;
C3167;1267370007;sht2.cmp2328;c_sym_1.smb;002;;YES;;;;;;
C3168;1267370007;sht2.cmp2341;c_sym_1.smb;002;;YES;;;;;;
C3170;1267370011;sht3.cmp584;c_sym_1.smb;003;;NO;;;;;;
C3171;1267370010;sht3.cmp1164;c_sym_1.smb;003;;NO;;;;;;
C3200;1267370906;sht2.cmp2377;c_sym_1.smb;002;;NO;;;;;;
C3589;1267370844;sht1.cmp4345;c_sym_1.smb;001;;YES;;;;;;
C3593;1267370911;sht1.cmp5233;c_sym_1.smb;001;;NO;;;;;;
C3595;1267370829;sht1.cmp5199;c_sym_1.smb;001;;NO;;;;;;
C3596;1267373112;sht1.cmp4234;elko_sym_1.smb;001;;NO;;;;;;
C3597;1267373112;sht1.cmp4233;elko_sym_1.smb;001;;NO;;;;;;
C3599;1267370911;sht1.cmp5234;c_sym_1.smb;001;;NO;;;;;;
C4550;1267370011;sht3.cmp1959;c_sym_1.smb;003;;YES;;;;;;
C4553;1267370010;sht3.cmp1949;c_sym_1.smb;003;;YES;;;;;;
C4555;1267370011;sht3.cmp1956;c_sym_1.smb;003;;YES;;;;;;
C4560;1267370911;sht3.cmp1900;c_sym_1.smb;003;;NO;;;;;;
C4561;1267370008;sht3.cmp1877;c_sym_1.smb;003;;NO;;;;;;
C4570;1267370911;sht3.cmp1699;c_sym_1.smb;003;;NO;;;;;;
C4571;1267370008;sht3.cmp1834;c_sym_1.smb;003;;NO;;;;;;
C4575;1267370011;sht3.cmp2018;c_sym_1.smb;003;;YES;;;;;;
C4580;1267370911;sht3.cmp1788;c_sym_1.smb;003;;YES;;;;;;
C4581;1267370008;sht3.cmp1832;c_sym_1.smb;003;;YES;;;;;;
C4585;1267370011;sht3.cmp2011;c_sym_1.smb;003;;YES;;;;;;
C4590;1267370911;sht3.cmp1737;c_sym_1.smb;003;;YES;;;;;;
C4591;1267370008;sht3.cmp1833;c_sym_1.smb;003;;YES;;;;;;
C4595;1267370011;sht3.cmp1995;c_sym_1.smb;003;;YES;;;;;;
C4740;1267370682;sht3.cmp1222;c_sym_1.smb;003;;NO;;;;;;
C4741;1267370682;sht3.cmp927;c_sym_1.smb;003;;NO;;;;;;
C4742;1267370911;sht3.cmp1830;c_sym_1.smb;003;;NO;;;;;;
C4745;1267370010;sht3.cmp1109;c_sym_1.smb;003;;NO;;;;;;
C4746;1267370577;sht3.cmp1107;c_sym_1.smb;003;;YES;;;;;;
C4747;1267370577;sht3.cmp1108;c_sym_1.smb;003;;YES;;;;;;
C4763;1267370562;sht3.cmp1764;c_sym_1.smb;003;;YES;;;;;;
C5000;1267370029;sht10.cmp3273/sht1.cmp2444;c_sym_1.smb;010;;NO;;;;;;
C5001;1267370029;sht10.cmp3273/sht1.cmp2297;c_sym_1.smb;010;;NO;;;;;;
C5002;1267370011;sht10.cmp3273/sht1.cmp2465;c_sym_1.smb;010;;NO;;;;;;
C5003;1267370640;sht10.cmp3273/sht1.cmp2600;c_sym_1.smb;010;;YES;;;;;;
C5004;1267370650;sht10.cmp3273/sht1.cmp2475;c_sym_1.smb;010;;YES;;;;;;
C5005;1267370650;sht10.cmp3273/sht1.cmp2530;c_sym_1.smb;010;;YES;;;;;;
C5006;1267370011;sht10.cmp3273/sht1.cmp2848;c_sym_2.smb;010;;NO;;;;;;
C5007;1267370029;sht10.cmp3273/sht1.cmp3389;c_sym_2.smb;010;;NO;;;;;;
C5008;1267370011;sht10.cmp3273/sht1.cmp2849;c_sym_2.smb;010;;NO;;;;;;
C5009;1267370029;sht10.cmp3273/sht1.cmp3390;c_sym_1.smb;010;;NO;;;;;;
C5010;1267370029;sht10.cmp3273/sht1.cmp3391;c_sym_1.smb;010;;YES;;;;;;
C5011;1267370011;sht10.cmp3273/sht1.cmp2461;c_sym_1.smb;010;;NO;;;;;;
C5012;1267370011;sht10.cmp3273/sht1.cmp2383;c_sym_1.smb;010;;NO;;;;;;
C5013;1267370011;sht10.cmp3273/sht1.cmp2258;c_sym_1.smb;010;;NO;;;;;;
C5014;1267370011;sht10.cmp3273/sht1.cmp2091;c_sym_1.smb;010;;NO;;;;;;
C5015;1267370011;sht10.cmp3273/sht1.cmp2304;c_sym_1.smb;010;;NO;;;;;;
C5016;1267370011;sht10.cmp3273/sht1.cmp2021;c_sym_1.smb;010;;NO;;;;;;
C5017;1267370011;sht10.cmp3273/sht1.cmp2235;c_sym_1.smb;010;;NO;;;;;;
C5018;1267370011;sht10.cmp3273/sht1.cmp2593;c_sym_1.smb;010;;NO;;;;;;
C5019;1267370011;sht10.cmp3273/sht1.cmp2164;c_sym_1.smb;010;;NO;;;;;;
C5020;1267370011;sht10.cmp3273/sht1.cmp2526;c_sym_1.smb;010;;NO;;;;;;
C5021;1267370011;sht10.cmp3273/sht1.cmp2453;c_sym_1.smb;010;;NO;;;;;;
C5022;1267370011;sht10.cmp3273/sht1.cmp2292;c_sym_1.smb;010;;NO;;;;;;
C5023;1267370011;sht10.cmp3273/sht1.cmp2369;c_sym_1.smb;010;;NO;;;;;;
C5024;1267370011;sht10.cmp3273/sht1.cmp2226;c_sym_1.smb;010;;NO;;;;;;
C5025;1267370011;sht10.cmp3273/sht1.cmp2148;c_sym_1.smb;010;;NO;;;;;;
C5026;1267370011;sht10.cmp3273/sht1.cmp2078;c_sym_1.smb;010;;NO;;;;;;
C5027;1267370011;sht10.cmp3273/sht1.cmp2010;c_sym_1.smb;010;;NO;;;;;;
C5028;1267370028;sht10.cmp3273/sht1.cmp3320;c_sym_1.smb;010;;YES;;;;;;
C5029;1267370011;sht10.cmp3273/sht1.cmp2580;c_sym_1.smb;010;;NO;;;;;;
C5030;1267370011;sht10.cmp3273/sht1.cmp2502;c_sym_1.smb;010;;NO;;;;;;
C5031;1267370011;sht10.cmp3273/sht1.cmp2437;c_sym_1.smb;010;;NO;;;;;;
C5032;1267370011;sht10.cmp3273/sht1.cmp2030;c_sym_1.smb;010;;YES;;;;;;
C5033;1267370011;sht10.cmp3273/sht2.cmp3408;c_sym_1.smb;010;;NO;;;;;;
C5034;1267370011;sht10.cmp3273/sht2.cmp3424;c_sym_1.smb;010;;NO;;;;;;
C5035;1267370011;sht10.cmp3273/sht2.cmp3387;c_sym_1.smb;010;;NO;;;;;;
C5036;1267370011;sht10.cmp3273/sht2.cmp3438;c_sym_1.smb;010;;NO;;;;;;
C5037;1267370011;sht10.cmp3273/sht2.cmp3452;c_sym_1.smb;010;;NO;;;;;;
C5038;1267370011;sht10.cmp3273/sht2.cmp3403;c_sym_1.smb;010;;NO;;;;;;
C5039;1267370011;sht10.cmp3273/sht2.cmp3391;c_sym_1.smb;010;;NO;;;;;;
C5040;1267370011;sht10.cmp3273/sht2.cmp3388;c_sym_1.smb;010;;NO;;;;;;
C5041;1267370011;sht10.cmp3273/sht2.cmp3453;c_sym_1.smb;010;;NO;;;;;;
C5042;1267370011;sht10.cmp3273/sht2.cmp3428;c_sym_1.smb;010;;YES;;;;;;
C5043;1267370011;sht10.cmp3273/sht2.cmp3393;c_sym_1.smb;010;;NO;;;;;;
C5044;1267370011;sht10.cmp3273/sht2.cmp3412;c_sym_1.smb;010;;NO;;;;;;
C5045;1267370011;sht10.cmp3273/sht2.cmp3392;c_sym_1.smb;010;;NO;;;;;;
C5046;1267370011;sht10.cmp3273/sht2.cmp3419;c_sym_1.smb;010;;NO;;;;;;
C5080;1267370011;sht10.cmp3273/sht1.cmp3247;c_sym_1.smb;010;;YES;;;;;;
C5081;1267370011;sht10.cmp3273/sht1.cmp3248;c_sym_1.smb;010;;YES;;;;;;
C5082;1267370011;sht10.cmp3273/sht1.cmp3249;c_sym_1.smb;010;;YES;;;;;;
C5083;1267370011;sht10.cmp3273/sht1.cmp3253;c_sym_1.smb;010;;NO;;;;;;
C5084;1267370011;sht10.cmp3273/sht1.cmp3255;c_sym_1.smb;010;;NO;;;;;;
C5090;1267370011;sht10.cmp3273/sht1.cmp3380;c_sym_1.smb;010;;YES;;;;;;
C5091;1267370011;sht10.cmp3273/sht1.cmp3383;c_sym_1.smb;010;;YES;;;;;;
C5092;1267370011;sht10.cmp3273/sht1.cmp3385;c_sym_1.smb;010;;YES;;;;;;
C5120;1267370011;sht10.cmp3273/sht2.cmp3308;c_sym_1.smb;010;;NO;;;;;;
C5121;1267362205;sht10.cmp3273/sht2.cmp3333;c_sym_1.smb;010;;NO;;;;;;
C5124;1267370011;sht10.cmp3273/sht2.cmp3336;c_sym_1.smb;010;;NO;;;;;;
C5125;1267362205;sht10.cmp3273/sht2.cmp3321;c_sym_1.smb;010;;NO;;;;;;
C5126;1267362205;sht10.cmp3273/sht2.cmp3313;c_sym_1.smb;010;;NO;;;;;;
C5127;1267362205;sht10.cmp3273/sht2.cmp3330;c_sym_1.smb;010;;NO;;;;;;
C5128;1267370607;sht10.cmp3273/sht2.cmp3516;c_sym_1.smb;010;;YES;;;;;;
C5807;1267370011;sht14.cmp1916;c_sym_1.smb;014;;NO;;;;;;
C5808;1267370011;sht14.cmp1903;c_sym_1.smb;014;;NO;;;;;;
C5809;1267370011;sht14.cmp2234;c_sym_1.smb;014;;NO;;;;;;
C5811;1267361535;sht14.cmp2220;c_sym_1.smb;014;;NO;;;;;;
C5901;1267370007;sht16.cmp4610;c_sym_1.smb;016;;NO;;;;;;
C5902;1267370007;sht16.cmp4489;c_sym_1.smb;016;;NO;;;;;;
C5908;1267370668;sht6.cmp1091;c_sym_1.smb;006;;NO;;;;;;
C5909;1267370668;sht6.cmp1057;c_sym_1.smb;006;;NO;;;;;;
C5910;1267370009;sht15.cmp3452;c_sym_1.smb;015;;NO;;;;;;
C5930;1267370649;sht15.cmp3574;c_sym_1.smb;015;;NO;;;;;;
C5931;1267370649;sht15.cmp3575;c_sym_1.smb;015;;NO;;;;;;
C5936;1267370666;sht15.cmp3568;c_sym_1.smb;015;;NO;;;;;;
C5937;1267370666;sht15.cmp3569;c_sym_1.smb;015;;NO;;;;;;
C5965;1267370011;sht6.cmp482;c_sym_1.smb;006;;NO;;;;;;
C5966;1267370011;sht13.cmp2317;c_sym_1.smb;013;;NO;;;;;;
C5967;1267361535;sht13.cmp2152;c_sym_1.smb;013;;NO;;;;;;
C5968;1267370011;sht14.cmp2403;c_sym_1.smb;014;;NO;;;;;;
C5969;1267361535;sht14.cmp2415;c_sym_1.smb;014;;NO;;;;;;
C5970;1267362131;sht7.cmp2033;c_sym_1.smb;007;;NO;;;;;;
C5971;1267362131;sht8.cmp1969;c_sym_1.smb;008;;NO;;;;;;
C6000;1267370011;sht11.cmp2610;c_sym_1.smb;011;;NO;;;;;;
C6020;1267370907;sht2.cmp2697;c_sym_1.smb;002;;YES;;;;;;
C6050;1267370011;sht12.cmp1970;c_sym_1.smb;012;;NO;;;;;;
C6220;1267370011;sht11.cmp2687;c_sym_1.smb;011;;NO;;;;;;
C6221;1267370577;sht11.cmp2701;c_sym_1.smb;011;;YES;;;;;;
C6222;1267370577;sht11.cmp2690;c_sym_1.smb;011;;YES;;;;;;
C6225;1267370682;sht11.cmp2741;c_sym_1.smb;011;;NO;;;;;;
C6226;1267370682;sht11.cmp2740;c_sym_1.smb;011;;NO;;;;;;
C6230;1267370011;sht11.cmp2814;c_sym_1.smb;011;;YES;;;;;;
C6235;1267370669;sht11.cmp2813;c_sym_1.smb;011;;YES;;;;;;
C6236;1267361535;sht11.cmp2815;c_sym_1.smb;011;;NO;;;;;;
C6240;1267370011;sht12.cmp2083;c_sym_1.smb;012;;NO;;;;;;
C6241;1267370577;sht12.cmp2089;c_sym_1.smb;012;;YES;;;;;;
C6242;1267370577;sht12.cmp2085;c_sym_1.smb;012;;YES;;;;;;
C6245;1267370667;sht12.cmp2082;c_sym_1.smb;012;;NO;;;;;;
C6246;1267370011;sht12.cmp2081;c_sym_1.smb;012;;NO;;;;;;
C6250;1267370011;sht12.cmp2135;c_sym_1.smb;012;;YES;;;;;;
C6255;1267370669;sht12.cmp2140;c_sym_1.smb;012;;YES;;;;;;
C6256;1267361535;sht12.cmp2128;c_sym_1.smb;012;;NO;;;;;;
C6260;1267370011;sht13.cmp1881;c_sym_1.smb;013;;YES;;;;;;
C6265;1267370669;sht13.cmp1744;c_sym_1.smb;013;;YES;;;;;;
C6266;1267361535;sht13.cmp1801;c_sym_1.smb;013;;NO;;;;;;
C6270;1267370011;sht13.cmp1740;c_sym_1.smb;013;;YES;;;;;;
C6275;1267370669;sht13.cmp1853;c_sym_1.smb;013;;YES;;;;;;
C6276;1267361535;sht13.cmp1727;c_sym_1.smb;013;;NO;;;;;;
C6721;1267370011;sht13.cmp1760;c_sym_1.smb;013;;NO;;;;;;
C6940;1267362137;sht15.cmp3455;c_sym_1.smb;015;;NO;;;;;;
C6960;1267362137;sht15.cmp3420;c_sym_1.smb;015;;NO;;;;;;
C6980;1267362137;sht15.cmp3421;c_sym_1.smb;015;;NO;;;;;;
C7120;1267362137;sht15.cmp3490;c_sym_1.smb;015;;NO;;;;;;
C7162;1267362137;sht15.cmp3508;c_sym_1.smb;015;;NO;;;;;;
C8101;1267370911;sht13.cmp2314;c_sym_1.smb;013;;NO;;;;;;
C8103;1267370562;sht13.cmp2307;c_sym_1.smb;013;;NO;;;;;;
C8104;1267370562;sht13.cmp2289;c_sym_1.smb;013;;NO;;;;;;
C8105;1267370011;sht13.cmp2302;c_sym_1.smb;013;;NO;;;;;;
C8121;1267370911;sht13.cmp2226;c_sym_1.smb;013;;YES;;;;;;
C8123;1267370562;sht13.cmp2223;c_sym_1.smb;013;;YES;;;;;;
C8124;1267370562;sht13.cmp2163;c_sym_1.smb;013;;YES;;;;;;
C8125;1267370011;sht13.cmp2236;c_sym_1.smb;013;;YES;;;;;;
C8301;1267370911;sht14.cmp1921;c_sym_1.smb;014;;NO;;;;;;
C8303;1267370562;sht14.cmp1913;c_sym_1.smb;014;;NO;;;;;;
C8304;1267370562;sht14.cmp1924;c_sym_1.smb;014;;NO;;;;;;
C8305;1267370011;sht14.cmp1905;c_sym_1.smb;014;;NO;;;;;;
C8311;1267370911;sht14.cmp1907;c_sym_1.smb;014;;NO;;;;;;
C8313;1267370562;sht14.cmp1919;c_sym_1.smb;014;;NO;;;;;;
C8314;1267370562;sht14.cmp1918;c_sym_1.smb;014;;NO;;;;;;
C8321;1267370911;sht14.cmp2319;c_sym_1.smb;014;;NO;;;;;;
C8323;1267370562;sht14.cmp2271;c_sym_1.smb;014;;NO;;;;;;
C8324;1267370562;sht14.cmp2175;c_sym_1.smb;014;;NO;;;;;;
C8325;1267370011;sht14.cmp2156;c_sym_1.smb;014;;NO;;;;;;
C8331;1267370911;sht14.cmp2131;c_sym_1.smb;014;;YES;;;;;;
C8333;1267370562;sht14.cmp2127;c_sym_1.smb;014;;YES;;;;;;
C8334;1267370562;sht14.cmp2259;c_sym_1.smb;014;;YES;;;;;;
C8341;1267370911;sht14.cmp2375;c_sym_1.smb;014;;NO;;;;;;
C8343;1267370562;sht14.cmp2369;c_sym_1.smb;014;;NO;;;;;;
C8344;1267370562;sht14.cmp2376;c_sym_1.smb;014;;NO;;;;;;
C8345;1267370011;sht14.cmp2378;c_sym_1.smb;014;;NO;;;;;;
C8351;1267370911;sht14.cmp2417;c_sym_1.smb;014;;YES;;;;;;
C8353;1267370562;sht14.cmp2384;c_sym_1.smb;014;;YES;;;;;;
C8354;1267370562;sht14.cmp2402;c_sym_1.smb;014;;YES;;;;;;
C8430;1267370640;sht9.cmp1766;c_sym_1.smb;009;;YES;;;;;;
C8431;1267370669;sht9.cmp1598;c_sym_1.smb;009;;NO;;;;;;
C8435;1267370529;sht9.cmp1583;c_sym_1.smb;009;;NO;;;;;;
C9500;1267373305;sht16.cmp4932;elko_sym_1.smb;016;;NO;;;;;;
C9501;8909004859;sht16.cmp4965;c_sym_1.smb;016;;NO;;;;;;
C9502;8909004859;sht16.cmp4966;c_sym_1.smb;016;;NO;;;;;;
C9505;1267373305;sht16.cmp4939;elko_sym_1.smb;016;;NO;;;;;;
C9506;1267362134;sht16.cmp4970;c_sym_1.smb;016;;NO;;;;;;
C9507;1267362132;sht16.cmp5003;c_sym_1.smb;016;;NO;;;;;;
C9515;1267370009;sht16.cmp4906;c_sym_1.smb;016;;YES;;;;;;
C9520;8909007163;sht16.cmp4944;c_sym_1.smb;016;;NO;;;;;;
C9521;8909007163;sht16.cmp4940;c_sym_1.smb;016;;NO;;;;;;
C9522;8909003924;sht16.cmp4935;c_sym_1.smb;016;;YES;;;;;;
C9523;8909003924;sht16.cmp4938;c_sym_1.smb;016;;YES;;;;;;
C9524;8909003924;sht16.cmp4947;c_sym_1.smb;016;;YES;;;;;;
C9525;8909003924;sht16.cmp4942;c_sym_1.smb;016;;YES;;;;;;
C9526;8909007163;sht16.cmp4934;c_sym_1.smb;016;;NO;;;;;;
C9527;8909007163;sht16.cmp4936;c_sym_1.smb;016;;NO;;;;;;
C9550;1267362135;sht16.cmp4971;c_sym_1.smb;016;;NO;;;;;;
C9551;1267370911;sht16.cmp4969;c_sym_1.smb;016;;NO;;;;;;
C9552;1267370682;sht16.cmp4348;c_sym_1.smb;016;;NO;;;;;;
C9553;1267370682;sht16.cmp4579;c_sym_1.smb;016;;NO;;;;;;
C9554;1267370747;sht16.cmp4539;c_sym_1.smb;016;;NO;;;;;;
