"Component ID","Symbol Name","Part Name","Reference Designator","Not mount on PCB","Value"
"","SymbolName","partName","reference","noMount","value"
"sht4.cmp4808","r_sym_1.smb","1267361536","B0225","YES","50m"
"sht3.cmp340","r_sym_1.smb","1267362148","B3000","YES","50m"
"sht3.cmp343","r_sym_1.smb","1267362122","B3001","NO","50m"
"sht3.cmp345","r_sym_1.smb","1267362122","B3002","NO","50m"
"sht3.cmp346","r_sym_1.smb","8909006786","B3003","NO","0.2m"
"sht1.cmp1295","br_sym_2.smb","8905B0070701","B3043","NO","25m"
"sht3.cmp173","br_sym_2.smb","8905B00707","B3160","NO","25m"
"sht10.cmp5389/sht1.cmp2249","r_sym_1.smb","1267361536","B5000","YES","50m"
"sht10.cmp5389/sht1.cmp3272","br_sym_2.smb","DUMMYB0603","B5001","NO",""
"sht10.cmp5389/sht1.cmp1997","r_sym_1.smb","1267361536","B5002","YES","50m"
"sht10.cmp5389/sht1.cmp2485","r_sym_1.smb","1267361536","B5003","NO","50m"
"sht10.cmp5389/sht1.cmp3454","r_sym_1.smb","1267361536","B5004","NO","50m"
"sht10.cmp5389/sht1.cmp2403","r_sym_1.smb","1267361536","B5006","YES","50m"
"sht10.cmp5389/sht1.cmp3536","br_sym_2.smb","8909B00532","B5007","YES","25m"
"sht10.cmp5389/sht1.cmp3472","r_sym_1.smb","1267361536","B5009","YES","50m"
"sht10.cmp5389/sht1.cmp3264","r_sym_1.smb","1267361536","B5052","NO","50m"
"sht10.cmp5389/sht2.cmp3546","r_sym_1.smb","1267362122","B5121","YES","50m"
"sht10.cmp5389/sht2.cmp3548","r_sym_1.smb","1267362122","B5122","NO","50m"
"sht10.cmp5389/sht2.cmp3648","r_sym_1.smb","1267361536","B5123","NO","50m"
"sht10.cmp5389/sht2.cmp3360","r_sym_1.smb","1267361536","B5124","YES","50m"
"sht10.cmp5389/sht2.cmp3531","r_sym_1.smb","1267361536","B5152","YES","50m"
"sht10.cmp5389/sht1.cmp3268","r_sym_1.smb","1267361536","B5153","NO","50m"
"sht10.cmp5389/sht1.cmp3270","r_sym_1.smb","1267361536","B5154","YES","50m"
"sht10.cmp5389/sht2.cmp3651","r_sym_1.smb","1267361536","B5156","YES","50m"
"sht10.cmp5389/sht1.cmp3337","r_sym_1.smb","1267361536","B5157","YES","50m"
"sht1.cmp2062","c_sym_1.smb","1267370564","C0001","NO","100nF"
"sht1.cmp2066","c_sym_1.smb","1267370564","C0002","NO","100nF"
"sht1.cmp2048","c_sym_1.smb","1267370564","C0003","NO","100nF"
"sht1.cmp2052","c_sym_1.smb","1267370564","C0004","NO","100nF"
"sht1.cmp2055","c_sym_1.smb","1267370564","C0005","NO","100nF"
"sht1.cmp2057","c_sym_1.smb","1267370564","C0006","NO","100nF"
"sht1.cmp2068","c_sym_1.smb","1267370564","C0009","NO","100nF"
"sht5.cmp2693","c_sym_1.smb","1267370010","C0101","YES","4.7nF"
"sht5.cmp2701","c_sym_1.smb","1267370010","C0102","YES","4.7nF"
"sht4.cmp4255","c_sym_1.smb","1267370010","C0103","YES","4.7nF"
"sht4.cmp4928","c_sym_1.smb","1267370010","C0104","YES","4.7nF"
"sht4.cmp4906","c_sym_1.smb","1267370010","C0105","YES","4.7nF"
"sht4.cmp4907","c_sym_1.smb","1267370010","C0106","YES","4.7nF"
"sht4.cmp4771","c_sym_1.smb","1267370010","C0108","YES","4.7nF"
"sht4.cmp4758","c_sym_1.smb","1267370010","C0109","YES","4.7nF"
"sht4.cmp4930","c_sym_1.smb","1267370010","C0111","YES","4.7nF"
"sht4.cmp4932","c_sym_1.smb","1267370010","C0112","YES","4.7nF"
"sht9.cmp628","c_sym_1.smb","1267370900","C0113","NO","10nF"
"sht2.cmp627","c_sym_1.smb","1267370010","C0114","NO","4.7nF"
"sht4.cmp3556","c_sym_1.smb","1267370010","C0117","YES","4.7nF"
"sht4.cmp3549","c_sym_1.smb","1267370010","C0118","YES","4.7nF"
"sht2.cmp376","c_sym_1.smb","1267370010","C0119","NO","4.7nF"
"sht2.cmp351","c_sym_1.smb","1267370010","C0120","NO","4.7nF"
"sht2.cmp352","c_sym_1.smb","1267370010","C0121","NO","4.7nF"
"sht2.cmp349","c_sym_1.smb","1267370010","C0122","NO","4.7nF"
"sht2.cmp350","c_sym_1.smb","1267370010","C0123","NO","4.7nF"
"sht2.cmp370","c_sym_1.smb","1267370010","C0124","NO","4.7nF"
"sht9.cmp474","c_sym_1.smb","1267370010","C0125","NO","4.7nF"
"sht8.cmp9","c_sym_1.smb","1267370902","C0126","NO","68pF"
"sht8.cmp437","c_sym_1.smb","1267370902","C0127","NO","68pF"
"sht8.cmp464","c_sym_1.smb","1267370902","C0128","NO","68pF"
"sht8.cmp492","c_sym_1.smb","1267370902","C0129","NO","68pF"
"sht8.cmp496","c_sym_1.smb","1267370902","C0130","NO","68pF"
"sht2.cmp371","c_sym_1.smb","1267370010","C0137","NO","4.7nF"
"sht8.cmp524","c_sym_1.smb","1267370902","C0138","NO","68pF"
"sht6.cmp2355","c_sym_1.smb","1267370010","C0140","NO","4.7nF"
"sht18.cmp50","c_sym_1.smb","8909004939","C0142","NO","4.7nF"
"sht1.cmp1500","c_sym_1.smb","1267370900","C0143","NO","10nF"
"sht1.cmp1505","c_sym_1.smb","1267370900","C0144","NO","10nF"
"sht1.cmp1504","c_sym_1.smb","1267370900","C0145","NO","10nF"
"sht6.cmp2714","c_sym_1.smb","1267370010","C0146","NO","4.7nF"
"sht1.cmp1370","c_sym_1.smb","1267370010","C0147","NO","4.7nF"
"sht1.cmp2011","c_sym_1.smb","1267370900","C0148A","NO","10nF"
"sht1.cmp2012","c_sym_1.smb","1267370900","C0148B","NO","10nF"
"sht16.cmp3355","c_sym_1.smb","1267370010","C0149","NO","4.7nF"
"sht14.cmp3418","c_sym_1.smb","1267370010","C0150","NO","4.7nF"
"sht14.cmp3517","c_sym_1.smb","1267370010","C0151","NO","4.7nF"
"sht12.cmp14","c_sym_1.smb","1267370010","C0152","NO","4.7nF"
"sht3.cmp6","c_sym_1.smb","1267370010","C0153","NO","4.7nF"
"sht1.cmp1815","c_sym_1.smb","1267370900","C0154A","NO","10nF"
"sht1.cmp1818","c_sym_1.smb","1267370900","C0154B","NO","10nF"
"sht12.cmp165","c_sym_1.smb","1267370010","C0201","NO","4.7nF"
"sht12.cmp139","c_sym_1.smb","1267370010","C0202","NO","4.7nF"
"sht2.cmp638","c_sym_1.smb","1267370010","C0203","NO","4.7nF"
"sht12.cmp70","c_sym_1.smb","1267370010","C0204","NO","4.7nF"
"sht16.cmp3174","c_sym_1.smb","1267370010","C0205","NO","4.7nF"
"sht16.cmp3133","c_sym_1.smb","1267370010","C0206","NO","4.7nF"
"sht17.cmp8360","c_sym_1.smb","1267370010","C0208","NO","4.7nF"
"sht15.cmp2283","c_sym_1.smb","1267370010","C0209","NO","4.7nF"
"sht15.cmp2281","c_sym_1.smb","1267370010","C0210","NO","4.7nF"
"sht11.cmp3500","c_sym_1.smb","1267370010","C0211","NO","4.7nF"
"sht11.cmp3503","c_sym_1.smb","1267370010","C0212","NO","4.7nF"
"sht2.cmp629","c_sym_1.smb","1267370010","C0213","NO","4.7nF"
"sht2.cmp631","c_sym_1.smb","1267370010","C0216","NO","4.7nF"
"sht6.cmp2366","c_sym_1.smb","1267370010","C0218","NO","4.7nF"
"sht9.cmp329","c_sym_1.smb","1267370902","C0219","NO","68pF"
"sht2.cmp323","c_sym_1.smb","1267370010","C0222","NO","4.7nF"
"sht2.cmp367","c_sym_1.smb","1267370010","C0223","NO","4.7nF"
"sht4.cmp4839","c_sym_1.smb","1267370010","C0225","NO","4.7nF"
"sht4.cmp4908","c_sym_1.smb","1267370010","C0226","YES","4.7nF"
"sht4.cmp4909","c_sym_1.smb","1267370010","C0227","YES","4.7nF"
"sht5.cmp2484","c_sym_1.smb","1267370010","C0228","YES","4.7nF"
"sht5.cmp2475","c_sym_1.smb","1267370010","C0229","YES","4.7nF"
"sht2.cmp682","c_sym_1.smb","1267370010","C0230","NO","4.7nF"
"sht2.cmp635","c_sym_1.smb","1267370010","C0234","NO","4.7nF"
"sht6.cmp2377","c_sym_1.smb","1267370010","C0240","NO","4.7nF"
"sht9.cmp580","c_sym_1.smb","1267370010","C0241","NO","4.7nF"
"sht6.cmp2410","c_sym_1.smb","1267370010","C0242","NO","4.7nF"
"sht6.cmp2421","c_sym_1.smb","1267370010","C0243","NO","4.7nF"
"sht6.cmp2432","c_sym_1.smb","1267370010","C0244","NO","4.7nF"
"sht4.cmp4327","c_sym_1.smb","1267370010","C0246","YES","4.7nF"
"sht2.cmp639","c_sym_1.smb","1267370010","C0248","NO","4.7nF"
"sht4.cmp4354","c_sym_1.smb","1267370010","C0252","YES","4.7nF"
"sht9.cmp353","c_sym_1.smb","1267370010","C0255","NO","4.7nF"
"sht9.cmp371","c_sym_1.smb","1267370010","C0256","NO","4.7nF"
"sht2.cmp643","c_sym_1.smb","1267370010","C0257","NO","4.7nF"
"sht9.cmp434","c_sym_1.smb","1267370902","C0258","NO","68pF"
"sht8.cmp541","c_sym_1.smb","1267370902","C0259","NO","68pF"
"sht2.cmp426","c_sym_1.smb","1267370010","C0260","NO","4.7nF"
"sht2.cmp438","c_sym_1.smb","1267370010","C0261","NO","4.7nF"
"sht2.cmp464","c_sym_1.smb","1267370010","C0263","NO","4.7nF"
"sht2.cmp372","c_sym_1.smb","1267370010","C0264","NO","4.7nF"
"sht14.cmp3542","c_sym_1.smb","1267370010","C0301","NO","4.7nF"
"sht12.cmp94","c_sym_1.smb","1267370010","C0302","NO","4.7nF"
"sht11.cmp3900","c_sym_1.smb","1267370010","C0303","NO","4.7nF"
"sht11.cmp4035","c_sym_1.smb","1267370010","C0304","NO","4.7nF"
"sht15.cmp2352","c_sym_1.smb","1267370010","C0305","NO","4.7nF"
"sht15.cmp2355","c_sym_1.smb","1267370010","C0306","NO","4.7nF"
"sht2.cmp650","c_sym_1.smb","1267370010","C0307","NO","4.7nF"
"sht2.cmp652","c_sym_1.smb","1267370010","C0308","NO","4.7nF"
"sht2.cmp641","c_sym_1.smb","1267370010","C0309","NO","4.7nF"
"sht15.cmp2342","c_sym_1.smb","1267370010","C0313","NO","4.7nF"
"sht15.cmp2345","c_sym_1.smb","1267370010","C0314","NO","4.7nF"
"sht14.cmp3859","c_sym_1.smb","1267370010","C0317","NO","4.7nF"
"sht17.cmp8400","c_sym_1.smb","1267370010","C0318","NO","4.7nF"
"sht14.cmp3905","c_sym_1.smb","1267370010","C0321","NO","4.7nF"
"sht17.cmp8421","c_sym_1.smb","1267370010","C0322","NO","4.7nF"
"sht2.cmp662","c_sym_1.smb","1267370010","C0323","NO","4.7nF"
"sht9.cmp489","c_sym_1.smb","1267370010","C0324","NO","4.7nF"
"sht5.cmp2470","c_sym_1.smb","1267370010","C0325","YES","4.7nF"
"sht5.cmp2461","c_sym_1.smb","1267370010","C0326","YES","4.7nF"
"sht4.cmp4798","c_sym_1.smb","1267370577","C0327","NO","100pF"
"sht4.cmp4924","c_sym_1.smb","1267370010","C0328","YES","4.7nF"
"sht4.cmp4925","c_sym_1.smb","1267370010","C0329","YES","4.7nF"
"sht4.cmp4840","c_sym_1.smb","1267370577","C0330","YES","100pF"
"sht5.cmp2703","c_sym_1.smb","1267370010","C0331","YES","4.7nF"
"sht5.cmp2702","c_sym_1.smb","1267370010","C0332","YES","4.7nF"
"sht4.cmp4916","c_sym_1.smb","1267370010","C0333","YES","4.7nF"
"sht4.cmp4917","c_sym_1.smb","1267370010","C0334","YES","4.7nF"
"sht6.cmp2496","c_sym_1.smb","1267370010","C0340","NO","4.7nF"
"sht6.cmp2488","c_sym_1.smb","1267370010","C0341","NO","4.7nF"
"sht2.cmp325","c_sym_1.smb","1267370010","C0345","NO","4.7nF"
"sht2.cmp665","c_sym_1.smb","1267370010","C0346","NO","4.7nF"
"sht2.cmp451","c_sym_1.smb","1267370010","C0348","NO","4.7nF"
"sht9.cmp411","c_sym_1.smb","1267370902","C0349","NO","68pF"
"sht2.cmp664","c_sym_1.smb","1267370010","C0350","NO","4.7nF"
"sht2.cmp273","c_sym_1.smb","1267370010","C0351","NO","4.7nF"
"sht2.cmp678","c_sym_1.smb","1267370010","C0352","NO","4.7nF"
"sht2.cmp658","c_sym_1.smb","1267370010","C0354","NO","4.7nF"
"sht6.cmp2637","c_sym_1.smb","1267370010","C0356","NO","4.7nF"
"sht6.cmp2776","c_sym_1.smb","1267370010","C0357","NO","4.7nF"
"sht2.cmp668","c_sym_1.smb","1267370010","C0401","NO","4.7nF"
"sht11.cmp3468","c_sym_1.smb","1267370010","C0402","NO","4.7nF"
"sht15.cmp2269","c_sym_1.smb","1267370010","C0403","NO","4.7nF"
"sht15.cmp2270","c_sym_1.smb","1267370010","C0404","NO","4.7nF"
"sht2.cmp669","c_sym_1.smb","1267370010","C0405","NO","4.7nF"
"sht17.cmp8127","c_sym_1.smb","1267370010","C0407","NO","4.7nF"
"sht17.cmp8215","c_sym_1.smb","1267370010","C0408","NO","4.7nF"
"sht5.cmp2614","c_sym_1.smb","1267370010","C0409","YES","4.7nF"
"sht5.cmp2611","c_sym_1.smb","1267370010","C0410","YES","4.7nF"
"sht5.cmp2680","c_sym_1.smb","1267370010","C0412","YES","4.7nF"
"sht5.cmp2679","c_sym_1.smb","1267370010","C0413","YES","4.7nF"
"sht5.cmp2713","c_sym_1.smb","1267370010","C0415","YES","4.7nF"
"sht5.cmp2712","c_sym_1.smb","1267370010","C0418","YES","4.7nF"
"sht6.cmp2657","c_sym_1.smb","1267370010","C0422","NO","4.7nF"
"sht8.cmp612","c_sym_1.smb","1267370902","C0424","NO","68pF"
"sht8.cmp580","c_sym_1.smb","1267370902","C0425","NO","68pF"
"sht2.cmp675","c_sym_1.smb","1267370010","C0427","NO","4.7nF"
"sht2.cmp269","c_sym_1.smb","1267370010","C0428","NO","4.7nF"
"sht2.cmp476","c_sym_1.smb","1267370010","C0430","NO","4.7nF"
"sht2.cmp374","c_sym_1.smb","1267370010","C0431","NO","4.7nF"
"sht2.cmp659","c_sym_1.smb","1267370010","C0444","NO","4.7nF"
"sht1.cmp276","c_sym_1.smb","1267370010","C0501","NO","4.7nF"
"sht1.cmp1867","c_sym_1.smb","1267370010","C0502","NO","4.7nF"
"sht3.cmp337","c_sym_1.smb","1267370010","C0504","NO","4.7nF"
"sht1.cmp1816","c_sym_1.smb","1267370900","C0506A","NO","10nF"
"sht1.cmp1819","c_sym_1.smb","1267370900","C0506B","NO","10nF"
"sht15.cmp1796","c_sym_1.smb","1267370010","C0508","NO","4.7nF"
"sht12.cmp9","c_sym_1.smb","1267370010","C0509","NO","4.7nF"
"sht6.cmp2661","c_sym_1.smb","1267370010","C0510","NO","4.7nF"
"sht12.cmp29","c_sym_1.smb","1267370010","C0512","NO","4.7nF"
"sht6.cmp2642","c_sym_1.smb","1267370010","C0513","NO","4.7nF"
"sht4.cmp4890","c_sym_1.smb","1267370010","C0515","YES","4.7nF"
"sht4.cmp4891","c_sym_1.smb","1267370010","C0516","YES","4.7nF"
"sht8.cmp558","c_sym_1.smb","1267370902","C0518","NO","68pF"
"sht2.cmp373","c_sym_1.smb","1267370010","C0519","NO","4.7nF"
"sht1.cmp1515","c_sym_1.smb","1267370010","C0522","NO","4.7nF"
"sht12.cmp61","c_sym_1.smb","1267370010","C0524","NO","4.7nF"
"sht2.cmp673","c_sym_1.smb","1267370010","C0525","NO","4.7nF"
"sht12.cmp53","c_sym_1.smb","1267370010","C0527","NO","4.7nF"
"sht1.cmp1430","c_sym_1.smb","1267370010","C0528","NO","4.7nF"
"sht12.cmp69","c_sym_1.smb","1267370010","C0530","NO","4.7nF"
"sht2.cmp671","c_sym_1.smb","1267370010","C0531","NO","4.7nF"
"sht5.cmp2697","c_sym_1.smb","1267370010","C0601","YES","4.7nF"
"sht5.cmp2694","c_sym_1.smb","1267370010","C0602","YES","4.7nF"
"sht4.cmp4894","c_sym_1.smb","1267370010","C0603","YES","4.7nF"
"sht4.cmp4895","c_sym_1.smb","1267370010","C0604","YES","4.7nF"
"sht5.cmp2552","c_sym_1.smb","1267370010","C0605","YES","4.7nF"
"sht5.cmp2549","c_sym_1.smb","1267370010","C0606","YES","4.7nF"
"sht5.cmp2637","c_sym_1.smb","1267370010","C0607","YES","4.7nF"
"sht5.cmp2632","c_sym_1.smb","1267370010","C0608","YES","4.7nF"
"sht4.cmp4317","c_sym_1.smb","1267370010","C0610","YES","4.7nF"
"sht4.cmp4300","c_sym_1.smb","1267370010","C0611","YES","4.7nF"
"sht2.cmp738","c_sym_1.smb","1267370010","C0613","NO","4.7nF"
"sht5.cmp2498","c_sym_1.smb","1267370010","C0615","YES","4.7nF"
"sht5.cmp2494","c_sym_1.smb","1267370010","C0616","YES","4.7nF"
"sht2.cmp274","c_sym_1.smb","1267370010","C0617","NO","4.7nF"
"sht6.cmp2635","c_sym_1.smb","1267370010","C0618","NO","4.7nF"
"sht15.cmp2389","c_sym_1.smb","1267370010","C0621","NO","4.7nF"
"sht15.cmp2387","c_sym_1.smb","1267370010","C0622","NO","4.7nF"
"sht2.cmp737","c_sym_1.smb","1267370010","C0624","NO","4.7nF"
"sht9.cmp648","c_sym_1.smb","1267370747","C1100","NO","1uF"
"sht7.cmp3098","c_sym_1.smb","1267370682","C1600","NO","100nF"
"sht9.cmp333","c_sym_1.smb","1267370907","C1800","NO","2.2nF"
"sht2.cmp381","c_sym_1.smb","1267370906","C1802","YES","47nF"
"sht2.cmp399","c_sym_1.smb","1267370906","C1803","YES","47nF"
"sht9.cmp340","c_sym_1.smb","1267370007","C1805","NO","100pF"
"sht9.cmp364","c_sym_1.smb","1267370907","C1810","YES","2.2nF"
"sht2.cmp444","c_sym_1.smb","1267370906","C1812","YES","47nF"
"sht2.cmp443","c_sym_1.smb","1267370906","C1813","YES","47nF"
"sht9.cmp357","c_sym_1.smb","1267370007","C1815","YES","100pF"
"sht9.cmp394","c_sym_1.smb","1267370907","C1820","YES","2.2nF"
"sht2.cmp458","c_sym_1.smb","1267370906","C1822","NO","47nF"
"sht2.cmp456","c_sym_1.smb","1267370906","C1823","NO","47nF"
"sht9.cmp380","c_sym_1.smb","1267370007","C1825","YES","100pF"
"sht9.cmp421","c_sym_1.smb","1267370907","C1830","NO","2.2nF"
"sht2.cmp467","c_sym_1.smb","1267370906","C1832","NO","47nF"
"sht2.cmp469","c_sym_1.smb","1267370906","C1833","NO","47nF"
"sht9.cmp412","c_sym_1.smb","1267370007","C1835","NO","100pF"
"sht9.cmp452","c_sym_1.smb","1267370907","C1840","NO","2.2nF"
"sht9.cmp451","c_sym_1.smb","1267370007","C1845","NO","100pF"
"sht9.cmp574","c_sym_1.smb","1267370907","C1850","YES","2.2nF"
"sht9.cmp581","c_sym_1.smb","1267370007","C1855","YES","100pF"
"sht9.cmp602","c_sym_1.smb","1267370907","C1860","YES","2.2nF"
"sht9.cmp608","c_sym_1.smb","1267370007","C1865","YES","100pF"
"sht9.cmp459","c_sym_1.smb","1267370011","C2000","NO","47nF"
"sht9.cmp620","c_sym_1.smb","1267370011","C2001","YES","47nF"
"sht8.cmp12","c_sym_1.smb","1267370907","C2200","NO","2.2nF"
"sht8.cmp39","c_sym_1.smb","1267370007","C2201","NO","100pF"
"sht8.cmp433","c_sym_1.smb","1267370907","C2210","NO","2.2nF"
"sht8.cmp444","c_sym_1.smb","1267370007","C2211","NO","100pF"
"sht8.cmp468","c_sym_1.smb","1267370907","C2220","NO","2.2nF"
"sht8.cmp463","c_sym_1.smb","1267370007","C2221","NO","100pF"
"sht8.cmp476","c_sym_1.smb","1267370907","C2230","NO","2.2nF"
"sht8.cmp480","c_sym_1.smb","1267370007","C2231","NO","100pF"
"sht8.cmp495","c_sym_1.smb","1267370907","C2240","NO","2.2nF"
"sht8.cmp500","c_sym_1.smb","1267370007","C2241","NO","100pF"
"sht8.cmp516","c_sym_1.smb","1267370907","C2250","NO","2.2nF"
"sht8.cmp521","c_sym_1.smb","1267370007","C2251","NO","100pF"
"sht8.cmp536","c_sym_1.smb","1267370907","C2260","NO","2.2nF"
"sht8.cmp535","c_sym_1.smb","1267370007","C2261","NO","100pF"
"sht8.cmp568","c_sym_1.smb","1267370907","C2270","NO","2.2nF"
"sht8.cmp557","c_sym_1.smb","1267370007","C2271","NO","100pF"
"sht8.cmp590","c_sym_1.smb","1267370907","C2280","NO","2.2nF"
"sht8.cmp592","c_sym_1.smb","1267370007","C2281","NO","100pF"
"sht8.cmp629","c_sym_1.smb","1267370907","C2290","NO","2.2nF"
"sht8.cmp613","c_sym_1.smb","1267370007","C2291","NO","100pF"
"sht1.cmp1345","c_sym_1.smb","1267370564","C3000","NO","100nF"
"sht1.cmp1356","c_sym_1.smb","1267370844","C3001","NO","4.7uF"
"sht1.cmp1494","c_sym_1.smb","1267362202","C3002","NO","10uF"
"sht1.cmp1299","elko_sym_1.smb","1267373304","C3003","NO","330uF"
"sht1.cmp1380","c_sym_1.smb","1267370844","C3004","YES","4.7uF"
"sht1.cmp1383","c_sym_1.smb","1267370844","C3005","NO","4.7uF"
"sht1.cmp1367","c_sym_1.smb","1267362202","C3006","YES","10uF"
"sht1.cmp2035","elko_sym_1.smb","1267373304","C3009","NO","330uF"
"sht1.cmp1342","c_sym_1.smb","1267370564","C3010","NO","100nF"
"sht1.cmp1346","c_sym_1.smb","1267370760","C3013","NO","1uF"
"sht1.cmp1425","c_sym_1.smb","1267370906","C3019","YES","47nF"
"sht1.cmp1376","c_sym_1.smb","1267370594","C3020","NO","220nF"
"sht1.cmp1462","c_sym_1.smb","1267370682","C3021","NO","100nF"
"sht1.cmp1595","c_sym_1.smb","1267362202","C3022A","NO","10uF"
"sht1.cmp1589","c_sym_1.smb","1267362202","C3022B","NO","10uF"
"sht1.cmp1591","c_sym_1.smb","1267362202","C3022C","NO","10uF"
"sht1.cmp1593","c_sym_1.smb","1267362202","C3022D","NO","10uF"
"sht1.cmp1590","c_sym_1.smb","1267362202","C3022E","YES","10uF"
"sht1.cmp1402","c_sym_1.smb","1267370008","C3023","YES","1nF"
"sht1.cmp1388","c_sym_1.smb","1267370900","C3025","NO","10nF"
"sht1.cmp1416","c_sym_1.smb","1267370767","C3026","NO","100nF"
"sht1.cmp1387","c_sym_1.smb","1267370767","C3027","NO","100nF"
"sht1.cmp1411","c_sym_1.smb","1267370028","C3028","NO","470nF"
"sht1.cmp1472","c_sym_1.smb","1267370028","C3029","NO","470nF"
"sht1.cmp1466","c_sym_1.smb","1267371304","C3030","NO","4.7uF"
"sht1.cmp1395","c_sym_1.smb","1267370009","C3031","NO","4.7nF"
"sht1.cmp1401","c_sym_1.smb","1267370670","C3032","NO","220pF"
"sht1.cmp1359","c_sym_1.smb","1267370640","C3034","YES","1nF"
"sht1.cmp1366","c_sym_1.smb","1267370564","C3041","NO","100nF"
"sht1.cmp1439","c_sym_1.smb","1267370564","C3043","YES","100nF"
"sht2.cmp183","c_sym_1.smb","1267370011","C3050","NO","47nF"
"sht2.cmp249","c_sym_1.smb","1267371304","C3051","YES","4.7uF"
"sht2.cmp166","c_sym_1.smb","1267370011","C3052","YES","47nF"
"sht2.cmp188","c_sym_1.smb","1267371304","C3053","NO","4.7uF"
"sht2.cmp204","c_sym_1.smb","1267370011","C3054","NO","47nF"
"sht2.cmp229","c_sym_1.smb","1267371304","C3055","NO","4.7uF"
"sht2.cmp302","c_sym_1.smb","1267371304","C3056","NO","4.7uF"
"sht1.cmp1352","c_sym_1.smb","1267370682","C3059","NO","100nF"
"sht2.cmp233","c_sym_1.smb","1267370564","C3071","NO","100nF"
"sht2.cmp193","c_sym_1.smb","1267370564","C3072","NO","100nF"
"sht2.cmp217","c_sym_1.smb","1267370564","C3073","NO","100nF"
"sht2.cmp210","c_sym_1.smb","1267370747","C3075","YES","1uF"
"sht2.cmp181","c_sym_1.smb","1267370747","C3076","YES","1uF"
"sht2.cmp197","c_sym_1.smb","1267370747","C3077","YES","1uF"
"sht1.cmp1351","c_sym_1.smb","1267370564","C3080","NO","100nF"
"sht1.cmp1433","c_sym_1.smb","1267370900","C3090","NO","10nF"
"sht2.cmp583","c_sym_1.smb","1267370564","C3150","NO","100nF"
"sht2.cmp597","c_sym_1.smb","1267370607","C3151","NO","470pF"
"sht2.cmp611","c_sym_1.smb","1267370011","C3152","NO","47nF"
"sht2.cmp596","c_sym_1.smb","1267370831","C3156","NO","10uF"
"sht2.cmp587","c_sym_1.smb","1267370831","C3157","NO","10uF"
"sht2.cmp591","c_sym_1.smb","1267370831","C3158","NO","10uF"
"sht2.cmp619","c_sym_1.smb","1267370564","C3159","NO","100nF"
"sht3.cmp143","c_sym_1.smb","1267370007","C3167","YES","100pF"
"sht3.cmp145","c_sym_1.smb","1267370007","C3168","YES","100pF"
"sht4.cmp3565","c_sym_1.smb","1267370011","C3170","NO","47nF"
"sht4.cmp3550","c_sym_1.smb","1267370010","C3171","YES","4.7nF"
"sht3.cmp181","c_sym_1.smb","1267370564","C3200","YES","100nF"
"sht3.cmp182","c_sym_1.smb","1267370527","C3202","YES","330pF"
"sht1.cmp2023","c_sym_1.smb","1267370008","C3430","NO","1nF"
"sht1.cmp1612","c_sym_1.smb","1267362202","C3591","NO","10uF"
"sht1.cmp270","elko_sym_1.smb","1267373304","C3593A","NO","330uF"
"sht1.cmp90","elko_sym_1.smb","1267373304","C3593B","NO","330uF"
"sht1.cmp1615","c_sym_1.smb","1267362202","C3594","NO","10uF"
"sht1.cmp1614","c_sym_1.smb","1267370564","C3595","NO","100nF"
"sht1.cmp1613","c_sym_1.smb","1267362202","C3600","NO","10uF"
"sht4.cmp3949","c_sym_1.smb","1267370011","C4550","NO","47nF"
"sht4.cmp3956","c_sym_1.smb","1267370747","C4552","YES","1uF"
"sht4.cmp3967","c_sym_1.smb","1267370010","C4553","YES","4.7nF"
"sht4.cmp3988","c_sym_1.smb","1267370011","C4554","NO","47nF"
"sht4.cmp4238","c_sym_1.smb","1267370011","C4560","NO","47nF"
"sht4.cmp4242","c_sym_1.smb","1267370747","C4562","YES","1uF"
"sht4.cmp4246","c_sym_1.smb","1267370010","C4563","YES","4.7nF"
"sht4.cmp4262","c_sym_1.smb","1267370011","C4564","NO","47nF"
"sht4.cmp4301","c_sym_1.smb","1267370011","C4570","NO","47nF"
"sht4.cmp4316","c_sym_1.smb","1267370747","C4572","YES","1uF"
"sht4.cmp4299","c_sym_1.smb","1267370010","C4573","YES","4.7nF"
"sht4.cmp4278","c_sym_1.smb","1267370011","C4574","NO","47nF"
"sht4.cmp4340","c_sym_1.smb","1267370011","C4580","NO","47nF"
"sht4.cmp4337","c_sym_1.smb","1267370747","C4582","YES","1uF"
"sht4.cmp4326","c_sym_1.smb","1267370010","C4583","NO","4.7nF"
"sht4.cmp4357","c_sym_1.smb","1267370011","C4584","NO","47nF"
"sht4.cmp4753","c_sym_1.smb","1267370011","C4590","NO","47nF"
"sht4.cmp4760","c_sym_1.smb","1267370747","C4592","YES","1uF"
"sht4.cmp4740","c_sym_1.smb","1267370010","C4593","NO","4.7nF"
"sht4.cmp4749","c_sym_1.smb","1267370011","C4594","NO","47nF"
"sht4.cmp4800","c_sym_1.smb","1267370564","C4600","YES","100nF"
"sht4.cmp4784","c_sym_1.smb","1267370008","C4601","YES","1nF"
"sht4.cmp4876","c_sym_1.smb","1267370749","C4602","NO","4.7uF"
"sht4.cmp4791","c_sym_1.smb","1267370564","C4605","NO","100nF"
"sht4.cmp4806","c_sym_1.smb","1267370008","C4606","NO","1nF"
"sht5.cmp2465","c_sym_1.smb","1267370010","C4610","NO","4.7nF"
"sht5.cmp2477","c_sym_1.smb","1267370010","C4615","NO","4.7nF"
