"Component ID","Symbol Name","Part Name","Reference Designator","Not mount on PCB","Value"
"","SymbolName","partName","reference","noMount","value"
"sht2.cmp740","ict_sym_3.smb","ICT--POINT","P0114","",""
"sht1.cmp1499","ict_sym_3.smb","ICT--POINT","P0143","NO",""
"sht1.cmp1502","ict_sym_3.smb","ICT--POINT","P0144","NO",""
"sht1.cmp1510","ict_sym_3.smb","ICT--POINT","P0145","NO",""
"sht1.cmp1824","ict_sym_3.smb","ICT--POINT","P0148","NO",""
"sht1.cmp1820","ict_sym_3.smb","ICT--POINT","P0154","NO",""
"sht2.cmp741","ict_sym_3.smb","ICT--POINT","P0203","",""
"sht2.cmp742","ict_sym_3.smb","ICT--POINT","P0213","",""
"sht2.cmp743","ict_sym_3.smb","ICT--POINT","P0216","",""
"sht5.cmp2525","ict_sym_3.smb","ICT--POINT","P0228","NO",""
"sht5.cmp2524","ict_sym_3.smb","ICT--POINT","P0229","NO",""
"sht2.cmp744","ict_sym_3.smb","ICT--POINT","P0230","",""
"sht2.cmp745","ict_sym_3.smb","ICT--POINT","P0234","",""
"sht2.cmp746","ict_sym_3.smb","ICT--POINT","P0248","",""
"sht2.cmp747","ict_sym_3.smb","ICT--POINT","P0257","",""
"sht2.cmp749","ict_sym_3.smb","ICT--POINT","P0307","",""
"sht2.cmp750","ict_sym_3.smb","ICT--POINT","P0308","",""
"sht2.cmp748","ict_sym_3.smb","ICT--POINT","P0309","",""
"sht2.cmp751","ict_sym_3.smb","ICT--POINT","P0323","",""
"sht5.cmp2523","ict_sym_3.smb","ICT--POINT","P0325","NO",""
"sht5.cmp2522","ict_sym_3.smb","ICT--POINT","P0326","NO",""
"sht2.cmp753","ict_sym_3.smb","ICT--POINT","P0346","",""
"sht2.cmp754","ict_sym_3.smb","ICT--POINT","P0350","",""
"sht2.cmp755","ict_sym_3.smb","ICT--POINT","P0354","",""
"sht2.cmp756","ict_sym_3.smb","ICT--POINT","P0401","",""
"sht2.cmp757","ict_sym_3.smb","ICT--POINT","P0405","",""
"sht5.cmp2529","ict_sym_3.smb","ICT--POINT","P0415","NO",""
"sht5.cmp2528","ict_sym_3.smb","ICT--POINT","P0418","NO",""
"sht2.cmp758","ict_sym_3.smb","ICT--POINT","P0427","",""
"sht2.cmp752","ict_sym_3.smb","ICT--POINT","P0444","",""
"sht1.cmp2096","ict_sym_3.smb","ICT--POINT","P0501","",""
"sht3.cmp348","ict_sym_3.smb","ICT--POINT","P0504","",""
"sht1.cmp1821","ict_sym_3.smb","ICT--POINT","P0506","NO",""
"sht2.cmp760","ict_sym_3.smb","ICT--POINT","P0525","",""
"sht2.cmp759","ict_sym_3.smb","ICT--POINT","P0531","",""
"sht5.cmp2548","ict_sym_3.smb","ICT--POINT","P0605","NO",""
"sht5.cmp2547","ict_sym_3.smb","ICT--POINT","P0606","NO",""
"sht5.cmp2634","ict_sym_3.smb","ICT--POINT","P0607","NO",""
"sht5.cmp2631","ict_sym_3.smb","ICT--POINT","P0608","NO",""
"sht2.cmp761","ict_sym_3.smb","ICT--POINT","P0613","",""
"sht5.cmp2527","ict_sym_3.smb","ICT--POINT","P0615","NO",""
"sht5.cmp2526","ict_sym_3.smb","ICT--POINT","P0616","NO",""
"sht2.cmp762","ict_sym_3.smb","ICT--POINT","P0624","",""
"sht9.cmp653","ict_sym_3.smb","ICT--POINT","P1100","NO",""
"sht9.cmp663","ict_sym_3.smb","ICT--POINT","P1101","NO",""
"sht9.cmp659","ict_sym_3.smb","ICT--POINT","P1102","NO",""
"sht9.cmp637","ict_sym_3.smb","ICT--POINT","P1103","NO",""
"sht9.cmp629","ict_sym_3.smb","ICT--POINT","P1104","NO",""
"sht9.cmp647","ict_sym_3.smb","ICT--POINT","P1105","NO",""
"sht6.cmp2364","ict_sym_3.smb","ICT--POINT","P1200","NO",""
"sht6.cmp2361","ict_sym_3.smb","ICT--POINT","P1203","NO",""
"sht6.cmp2375","ict_sym_3.smb","ICT--POINT","P1210","NO",""
"sht6.cmp2372","ict_sym_3.smb","ICT--POINT","P1213","NO",""
"sht6.cmp2386","ict_sym_3.smb","ICT--POINT","P1220","NO",""
"sht6.cmp2383","ict_sym_3.smb","ICT--POINT","P1223","NO",""
"sht6.cmp2419","ict_sym_3.smb","ICT--POINT","P1230","NO",""
"sht6.cmp2416","ict_sym_3.smb","ICT--POINT","P1233","NO",""
"sht6.cmp2430","ict_sym_3.smb","ICT--POINT","P1240","NO",""
"sht6.cmp2427","ict_sym_3.smb","ICT--POINT","P1243","NO",""
"sht6.cmp2441","ict_sym_3.smb","ICT--POINT","P1250","NO",""
"sht6.cmp2438","ict_sym_3.smb","ICT--POINT","P1253","NO",""
"sht6.cmp2491","ict_sym_3.smb","ICT--POINT","P1260","NO",""
"sht6.cmp2499","ict_sym_3.smb","ICT--POINT","P1263","NO",""
"sht6.cmp2477","ict_sym_3.smb","ICT--POINT","P1270","NO",""
"sht6.cmp2471","ict_sym_3.smb","ICT--POINT","P1273","NO",""
"sht6.cmp2656","ict_sym_3.smb","ICT--POINT","P1280","NO",""
"sht6.cmp2630","ict_sym_3.smb","ICT--POINT","P1283","NO",""
"sht6.cmp2618","ict_sym_3.smb","ICT--POINT","P1290","NO",""
"sht6.cmp2641","ict_sym_3.smb","ICT--POINT","P1293","NO",""
"sht6.cmp2680","ict_sym_3.smb","ICT--POINT","P1300","NO",""
"sht6.cmp2626","ict_sym_3.smb","ICT--POINT","P1303","NO",""
"sht6.cmp2672","ict_sym_3.smb","ICT--POINT","P1310","NO",""
"sht6.cmp2648","ict_sym_3.smb","ICT--POINT","P1313","NO",""
"sht6.cmp2654","ict_sym_3.smb","ICT--POINT","P1320","NO",""
"sht6.cmp2638","ict_sym_3.smb","ICT--POINT","P1323","NO",""
"sht6.cmp2703","ict_sym_3.smb","ICT--POINT","P1330","NO",""
"sht6.cmp2708","ict_sym_3.smb","ICT--POINT","P1333","NO",""
"sht6.cmp2769","ict_sym_3.smb","ICT--POINT","P1335","NO",""
"sht6.cmp2777","ict_sym_3.smb","ICT--POINT","P1338","NO",""
"sht7.cmp3158","ict_sym_3.smb","ICT--POINT","P1568","NO",""
"sht7.cmp3176","ict_sym_3.smb","ICT--POINT","P1600","NO",""
"sht9.cmp339","ict_sym_3.smb","ICT--POINT","P1800","NO",""
"sht9.cmp330","ict_sym_3.smb","ICT--POINT","P1801","NO",""
"sht9.cmp336","ict_sym_3.smb","ICT--POINT","P1802","NO",""
"sht9.cmp368","ict_sym_3.smb","ICT--POINT","P1810","NO",""
"sht9.cmp346","ict_sym_3.smb","ICT--POINT","P1811","NO",""
"sht9.cmp356","ict_sym_3.smb","ICT--POINT","P1812","NO",""
"sht9.cmp396","ict_sym_3.smb","ICT--POINT","P1820","NO",""
"sht9.cmp386","ict_sym_3.smb","ICT--POINT","P1821","NO",""
"sht9.cmp398","ict_sym_3.smb","ICT--POINT","P1822","NO",""
"sht9.cmp401","ict_sym_3.smb","ICT--POINT","P1830","NO",""
"sht9.cmp415","ict_sym_3.smb","ICT--POINT","P1831","NO",""
"sht9.cmp400","ict_sym_3.smb","ICT--POINT","P1832","NO",""
"sht9.cmp431","ict_sym_3.smb","ICT--POINT","P1840","NO",""
"sht9.cmp438","ict_sym_3.smb","ICT--POINT","P1841","NO",""
"sht9.cmp454","ict_sym_3.smb","ICT--POINT","P1842","NO",""
"sht9.cmp555","ict_sym_3.smb","ICT--POINT","P1850","NO",""
"sht9.cmp559","ict_sym_3.smb","ICT--POINT","P1851","NO",""
"sht9.cmp576","ict_sym_3.smb","ICT--POINT","P1852","NO",""
"sht9.cmp595","ict_sym_3.smb","ICT--POINT","P1860","NO",""
"sht9.cmp587","ict_sym_3.smb","ICT--POINT","P1861","NO",""
"sht9.cmp591","ict_sym_3.smb","ICT--POINT","P1862","NO",""
"sht9.cmp476","ict_sym_3.smb","ICT--POINT","P2000","NO",""
"sht9.cmp470","ict_sym_3.smb","ICT--POINT","P2003","NO",""
"sht8.cmp10","ict_sym_3.smb","ICT--POINT","P2200","NO",""
"sht8.cmp13","ict_sym_3.smb","ICT--POINT","P2201","NO",""
"sht8.cmp31","ict_sym_3.smb","ICT--POINT","P2202","NO",""
"sht8.cmp445","ict_sym_3.smb","ICT--POINT","P2210","NO",""
"sht8.cmp447","ict_sym_3.smb","ICT--POINT","P2211","NO",""
"sht8.cmp449","ict_sym_3.smb","ICT--POINT","P2212","NO",""
"sht8.cmp466","ict_sym_3.smb","ICT--POINT","P2220","NO",""
"sht8.cmp461","ict_sym_3.smb","ICT--POINT","P2221","NO",""
"sht8.cmp454","ict_sym_3.smb","ICT--POINT","P2222","NO",""
"sht8.cmp484","ict_sym_3.smb","ICT--POINT","P2230","NO",""
"sht8.cmp490","ict_sym_3.smb","ICT--POINT","P2231","NO",""
"sht8.cmp481","ict_sym_3.smb","ICT--POINT","P2232","NO",""
"sht8.cmp494","ict_sym_3.smb","ICT--POINT","P2240","NO",""
"sht8.cmp511","ict_sym_3.smb","ICT--POINT","P2241","NO",""
"sht8.cmp502","ict_sym_3.smb","ICT--POINT","P2242","NO",""
"sht8.cmp515","ict_sym_3.smb","ICT--POINT","P2250","NO",""
"sht8.cmp518","ict_sym_3.smb","ICT--POINT","P2251","NO",""
"sht8.cmp525","ict_sym_3.smb","ICT--POINT","P2252","NO",""
"sht8.cmp548","ict_sym_3.smb","ICT--POINT","P2260","NO",""
"sht8.cmp542","ict_sym_3.smb","ICT--POINT","P2261","NO",""
"sht8.cmp544","ict_sym_3.smb","ICT--POINT","P2262","NO",""
"sht8.cmp559","ict_sym_3.smb","ICT--POINT","P2270","NO",""
"sht8.cmp554","ict_sym_3.smb","ICT--POINT","P2271","NO",""
"sht8.cmp571","ict_sym_3.smb","ICT--POINT","P2272","NO",""
"sht8.cmp583","ict_sym_3.smb","ICT--POINT","P2280","NO",""
"sht8.cmp591","ict_sym_3.smb","ICT--POINT","P2281","NO",""
"sht8.cmp575","ict_sym_3.smb","ICT--POINT","P2282","NO",""
"sht8.cmp617","ict_sym_3.smb","ICT--POINT","P2290","NO",""
"sht8.cmp631","ict_sym_3.smb","ICT--POINT","P2291","NO",""
"sht8.cmp630","ict_sym_3.smb","ICT--POINT","P2292","NO",""
"sht15.cmp2540","ict_sym_3.smb","ICT--POINT","P2630","NO",""
"sht1.cmp1881","ict_sym_3.smb","ICT--POINT","P3001","NO",""
"sht1.cmp1718","ict_sym_3.smb","ICT--POINT","P3002","NO",""
"sht1.cmp1432","ict_sym_3.smb","ICT--POINT","P3005","NO",""
"sht1.cmp1456","ict_sym_3.smb","ICT--POINT","P3006","NO",""
"sht1.cmp1337","ict_sym_3.smb","ICT--POINT","P3009","NO",""
"sht1.cmp1450","ict_sym_3.smb","ICT--POINT","P3011","NO",""
"sht1.cmp1415","ict_sym_3.smb","ICT--POINT","P3012","NO",""
"sht1.cmp2031","ict_sym_3.smb","ICT--POINT","P3013","NO",""
"sht1.cmp1308","ict_sym_3.smb","ICT--POINT","P3014","NO",""
"sht1.cmp1378","ict_sym_3.smb","ICT--POINT","P3015","NO",""
"sht1.cmp1293","ict_sym_3.smb","ICT--POINT","P3016","NO",""
"sht1.cmp1414","ict_sym_3.smb","ICT--POINT","P3017","NO",""
"sht1.cmp1423","ict_sym_3.smb","ICT--POINT","P3018","NO",""
"sht1.cmp1467","ict_sym_3.smb","ICT--POINT","P3019","NO",""
"sht1.cmp1377","ict_sym_3.smb","ICT--POINT","P3020","NO",""
"sht1.cmp1473","ict_sym_3.smb","ICT--POINT","P3021","NO",""
"sht1.cmp1469","ict_sym_3.smb","ICT--POINT","P3023","NO",""
"sht1.cmp2029","ict_sym_3.smb","ICT--POINT","P3026","NO",""
"sht1.cmp1394","ict_sym_3.smb","ICT--POINT","P3027","NO",""
"sht1.cmp1300","ict_sym_3.smb","ICT--POINT","P3028","NO",""
"sht1.cmp1369","ict_sym_3.smb","ICT--POINT","P3029","NO",""
"sht1.cmp1374","ict_sym_3.smb","ICT--POINT","P3030","NO",""
"sht1.cmp1325","ict_sym_3.smb","ICT--POINT","P3031","NO",""
"sht1.cmp1400","ict_sym_3.smb","ICT--POINT","P3032","NO",""
"sht1.cmp1329","ict_sym_3.smb","ICT--POINT","P3034","NO",""
"sht1.cmp1365","ict_sym_3.smb","ICT--POINT","P3035","NO",""
"sht1.cmp1313","ict_sym_3.smb","ICT--POINT","P3037","NO",""
"sht1.cmp1477","ict_sym_3.smb","ICT--POINT","P3038","NO",""
"sht1.cmp1344","ict_sym_3.smb","ICT--POINT","P3042","NO",""
"sht1.cmp1290","ict_sym_3.smb","ICT--POINT","P3043","NO",""
"sht1.cmp1390","ict_sym_3.smb","ICT--POINT","P3044","NO",""
"sht1.cmp2030","ict_sym_3.smb","ICT--POINT","P3048","NO",""
"sht1.cmp1341","ict_sym_3.smb","ICT--POINT","P3049","NO",""
"sht1.cmp1355","ict_sym_3.smb","ICT--POINT","P3051","NO",""
"sht1.cmp1315","ict_sym_3.smb","ICT--POINT","P3052","NO",""
"sht1.cmp1418","ict_sym_3.smb","ICT--POINT","P3053","NO",""
"sht1.cmp1408","ict_sym_3.smb","ICT--POINT","P3054","NO",""
"sht1.cmp1480","ict_sym_3.smb","ICT--POINT","P3055","NO",""
"sht1.cmp1334","ict_sym_3.smb","ICT--POINT","P3056","NO",""
"sht1.cmp1349","ict_sym_3.smb","ICT--POINT","P3057","NO",""
"sht1.cmp1460","ict_sym_3.smb","ICT--POINT","P3059","NO",""
"sht1.cmp1321","ict_sym_3.smb","ICT--POINT","P3060","NO",""
"sht1.cmp1350","ict_sym_3.smb","ICT--POINT","P3062","NO",""
"sht1.cmp1382","ict_sym_3.smb","ICT--POINT","P3063","NO",""
"sht1.cmp1463","ict_sym_3.smb","ICT--POINT","P3064","NO",""
"sht1.cmp1386","ict_sym_3.smb","ICT--POINT","P3066","NO",""
"sht1.cmp1427","ict_sym_3.smb","ICT--POINT","P3067","NO",""
"sht2.cmp149","ict_sym_3.smb","ICT--POINT","P3068","NO",""
"sht2.cmp208","ict_sym_3.smb","ICT--POINT","P3069","NO",""
"sht2.cmp152","ict_sym_3.smb","ICT--POINT","P3070","NO",""
"sht2.cmp159","ict_sym_3.smb","ICT--POINT","P3071","NO",""
"sht2.cmp162","ict_sym_3.smb","ICT--POINT","P3072","NO",""
"sht1.cmp2034","ict_sym_3.smb","ICT--POINT","P3080","NO",""
"sht1.cmp173","ict_sym_3.smb","ICT--POINT","P3081","NO",""
"sht1.cmp141","ict_sym_3.smb","ICT--POINT","P3082","NO",""
"sht1.cmp146","ict_sym_3.smb","ICT--POINT","P3083","NO",""
"sht1.cmp126","ict_sym_3.smb","ICT--POINT","P3084","NO",""
"sht1.cmp39","ict_sym_3.smb","ICT--POINT","P3085","NO",""
"sht1.cmp177","ict_sym_3.smb","ICT--POINT","P3086","NO",""
"sht2.cmp598","ict_sym_3.smb","ICT--POINT","P3150","NO",""
"sht2.cmp622","ict_sym_3.smb","ICT--POINT","P3151","NO",""
"sht2.cmp600","ict_sym_3.smb","ICT--POINT","P3152","NO",""
"sht2.cmp621","ict_sym_3.smb","ICT--POINT","P3155","NO",""
"sht2.cmp603","ict_sym_3.smb","ICT--POINT","P3156","NO",""
"sht3.cmp128","ict_sym_3.smb","ICT--POINT","P3160","NO",""
"sht3.cmp59","ict_sym_3.smb","ICT--POINT","P3162","NO",""
"sht3.cmp44","ict_sym_3.smb","ICT--POINT","P3163","NO",""
"sht3.cmp102","ict_sym_3.smb","ICT--POINT","P3165","NO",""
"sht3.cmp27","ict_sym_3.smb","ICT--POINT","P3166","NO",""
"sht3.cmp38","ict_sym_3.smb","ICT--POINT","P3167","NO",""
"sht1.cmp2032","ict_sym_3.smb","ICT--POINT","P3170","NO",""
"sht1.cmp2033","ict_sym_3.smb","ICT--POINT","P3171","NO",""
"sht4.cmp3530","ict_sym_3.smb","ICT--POINT","P3173","NO",""
"sht4.cmp3559","ict_sym_3.smb","ICT--POINT","P3175","NO",""
"sht4.cmp3558","ict_sym_3.smb","ICT--POINT","P3176","NO",""
"sht3.cmp120","ict_sym_3.smb","ICT--POINT","P3191","NO",""
"sht3.cmp109","ict_sym_3.smb","ICT--POINT","P3192","NO",""
"sht3.cmp40","ict_sym_3.smb","ICT--POINT","P3193","NO",""
"sht3.cmp82","ict_sym_3.smb","ICT--POINT","P3194","NO",""
"sht3.cmp110","ict_sym_3.smb","ICT--POINT","P3200","NO",""
"sht3.cmp45","ict_sym_3.smb","ICT--POINT","P3208","NO",""
"sht1.cmp2021","ict_sym_3.smb","ICT--POINT","P3431","NO",""
"sht1.cmp2022","ict_sym_3.smb","ICT--POINT","P3434","NO",""
"sht7.cmp2843","ict_sym_3.smb","ICT--POINT","P3585","NO",""
"sht1.cmp48","ict_sym_3.smb","ICT--POINT","P3595","NO",""
"sht1.cmp285","ict_sym_3.smb","ICT--POINT","P3596","NO",""
"sht4.cmp3986","ict_sym_3.smb","ICT--POINT","P4550","NO",""
"sht4.cmp3978","ict_sym_3.smb","ICT--POINT","P4551","NO",""
"sht4.cmp3971","ict_sym_3.smb","ICT--POINT","P4553","NO",""
"sht4.cmp3974","ict_sym_3.smb","ICT--POINT","P4555","NO",""
"sht4.cmp3972","ict_sym_3.smb","ICT--POINT","P4556","NO",""
"sht4.cmp4247","ict_sym_3.smb","ICT--POINT","P4560","NO",""
"sht4.cmp4276","ict_sym_3.smb","ICT--POINT","P4561","NO",""
"sht4.cmp4274","ict_sym_3.smb","ICT--POINT","P4563","NO",""
"sht4.cmp4273","ict_sym_3.smb","ICT--POINT","P4565","NO",""
"sht4.cmp4264","ict_sym_3.smb","ICT--POINT","P4566","NO",""
"sht4.cmp4282","ict_sym_3.smb","ICT--POINT","P4570","NO",""
"sht4.cmp4310","ict_sym_3.smb","ICT--POINT","P4571","NO",""
"sht4.cmp4305","ict_sym_3.smb","ICT--POINT","P4573","NO",""
"sht4.cmp4304","ict_sym_3.smb","ICT--POINT","P4575","NO",""
"sht4.cmp4298","ict_sym_3.smb","ICT--POINT","P4576","NO",""
"sht4.cmp4319","ict_sym_3.smb","ICT--POINT","P4580","NO",""
"sht4.cmp4322","ict_sym_3.smb","ICT--POINT","P4581","NO",""
"sht4.cmp4324","ict_sym_3.smb","ICT--POINT","P4583","NO",""
"sht4.cmp4348","ict_sym_3.smb","ICT--POINT","P4585","NO",""
"sht4.cmp4330","ict_sym_3.smb","ICT--POINT","P4586","NO",""
"sht4.cmp4768","ict_sym_3.smb","ICT--POINT","P4590","NO",""
"sht4.cmp4750","ict_sym_3.smb","ICT--POINT","P4591","NO",""
"sht4.cmp4739","ict_sym_3.smb","ICT--POINT","P4593","NO",""
"sht4.cmp4769","ict_sym_3.smb","ICT--POINT","P4595","NO",""
"sht4.cmp4751","ict_sym_3.smb","ICT--POINT","P4596","NO",""
"sht4.cmp4805","ict_sym_3.smb","ICT--POINT","P4600","NO",""
"sht4.cmp4794","ict_sym_3.smb","ICT--POINT","P4601","NO",""
"sht4.cmp4827","ict_sym_3.smb","ICT--POINT","P4602","NO",""
"sht4.cmp4804","ict_sym_3.smb","ICT--POINT","P4603","NO",""
"sht4.cmp4812","ict_sym_3.smb","ICT--POINT","P4604","NO",""
"sht4.cmp4841","ict_sym_3.smb","ICT--POINT","P4605","NO",""
"sht4.cmp4810","ict_sym_3.smb","ICT--POINT","P4606","NO",""
"sht4.cmp4777","ict_sym_3.smb","ICT--POINT","P4607","NO",""
"sht4.cmp4829","ict_sym_3.smb","ICT--POINT","P4608","NO",""
"sht4.cmp4782","ict_sym_3.smb","ICT--POINT","P4609","NO",""
"sht5.cmp2467","ict_sym_3.smb","ICT--POINT","P4610","NO",""
"sht4.cmp4882","ict_sym_3.smb","ICT--POINT","P4611","NO",""
"sht5.cmp2486","ict_sym_3.smb","ICT--POINT","P4615","NO",""
"sht5.cmp2502","ict_sym_3.smb","ICT--POINT","P4620","NO",""
"sht4.cmp4846","ict_sym_3.smb","ICT--POINT","P4623","NO",""
"sht5.cmp2516","ict_sym_3.smb","ICT--POINT","P4625","NO",""
"sht4.cmp4779","ict_sym_3.smb","ICT--POINT","P4628","NO",""
"sht18.cmp43","ict_sym_3.smb","ICT--POINT","P4820","NO",""
"sht18.cmp46","ict_sym_3.smb","ICT--POINT","P4821","NO",""
"sht18.cmp36","ict_sym_3.smb","ICT--POINT","P4822","NO",""
"sht18.cmp15","ict_sym_3.smb","ICT--POINT","P4824","NO",""
"sht18.cmp38","ict_sym_3.smb","ICT--POINT","P4826","NO",""
"sht18.cmp13","ict_sym_3.smb","ICT--POINT","P4827","NO",""
"sht18.cmp51","ict_sym_3.smb","ICT--POINT","P4828","NO",""
"sht18.cmp14","ict_sym_3.smb","ICT--POINT","P4829","NO",""
"sht10.cmp5389/sht1.cmp2353","ict_sym_3.smb","ICT--POINT","P5000","NO",""
"sht10.cmp5389/sht1.cmp2157","ict_sym_3.smb","ICT--POINT","P5001","NO",""
"sht10.cmp5389/sht1.cmp3561","ict_sym_3.smb","ICT--POINT","P5002","",""
"sht10.cmp5389/sht1.cmp2531","ict_sym_3.smb","ICT--POINT","P5003","NO",""
"sht10.cmp5389/sht1.cmp2088","ict_sym_3.smb","ICT--POINT","P5004","NO",""
"sht10.cmp5389/sht1.cmp3277","ict_sym_3.smb","ICT--POINT","P5005","NO",""
"sht10.cmp5389/sht1.cmp3276","ict_sym_3.smb","ICT--POINT","P5006","NO",""
"sht10.cmp5389/sht1.cmp2054","ict_sym_3.smb","ICT--POINT","P5007","NO",""
"sht10.cmp5389/sht1.cmp3562","ict_sym_3.smb","ICT--POINT","P5008","",""
"sht10.cmp5389/sht1.cmp3280","ict_sym_3.smb","ICT--POINT","P5009","NO",""
"sht10.cmp5389/sht1.cmp3282","ict_sym_3.smb","ICT--POINT","P5010","NO",""
"sht10.cmp5389/sht1.cmp3283","ict_sym_3.smb","ICT--POINT","P5011","NO",""
"sht10.cmp5389/sht1.cmp3284","ict_sym_3.smb","ICT--POINT","P5012","NO",""
"sht10.cmp5389/sht1.cmp3285","ict_sym_3.smb","ICT--POINT","P5013","NO",""
"sht10.cmp5389/sht1.cmp3482","ict_sym_3.smb","ICT--POINT","P5014","NO",""
"sht10.cmp5389/sht2.cmp3668","ict_sym_3.smb","ICT--POINT","P5015","",""
"sht10.cmp5389/sht1.cmp3563","ict_sym_3.smb","ICT--POINT","P5016","",""
"sht10.cmp5389/sht1.cmp3275","ict_sym_3.smb","ICT--POINT","P5034","NO",""
"sht10.cmp5389/sht1.cmp3273","ict_sym_3.smb","ICT--POINT","P5035","NO",""
"sht10.cmp5389/sht1.cmp3274","ict_sym_3.smb","ICT--POINT","P5036","NO",""
"sht10.cmp5389/sht1.cmp3244","ict_sym_3.smb","ICT--POINT","P5080","NO",""
"sht10.cmp5389/sht1.cmp3384","ict_sym_3.smb","ICT--POINT","P5090","NO",""
"sht10.cmp5389/sht1.cmp3386","ict_sym_3.smb","ICT--POINT","P5091","NO",""
"sht10.cmp5389/sht1.cmp3377","ict_sym_3.smb","ICT--POINT","P5092","NO",""
"sht10.cmp5389/sht2.cmp3641","ict_sym_3.smb","ICT--POINT","P5120","NO",""
"sht10.cmp5389/sht2.cmp3301","ict_sym_3.smb","ICT--POINT","P5121","NO",""
"sht10.cmp5389/sht2.cmp3317","ict_sym_3.smb","ICT--POINT","P5122","NO",""
"sht10.cmp5389/sht2.cmp3309","ict_sym_3.smb","ICT--POINT","P5123","NO",""
"sht10.cmp5389/sht2.cmp3326","ict_sym_3.smb","ICT--POINT","P5124","NO",""
"sht10.cmp5389/sht2.cmp3655","ict_sym_3.smb","ICT--POINT","P5125","NO",""
"sht10.cmp5389/sht2.cmp3335","ict_sym_3.smb","ICT--POINT","P5126","NO",""
"sht10.cmp5389/sht2.cmp3315","ict_sym_3.smb","ICT--POINT","P5127","NO",""
"sht10.cmp5389/sht2.cmp3307","ict_sym_3.smb","ICT--POINT","P5128","NO",""
"sht10.cmp5389/sht2.cmp3363","ict_sym_3.smb","ICT--POINT","P5129","NO",""
"sht10.cmp5389/sht2.cmp3364","ict_sym_3.smb","ICT--POINT","P5130","NO",""
"sht10.cmp5389/sht2.cmp3365","ict_sym_3.smb","ICT--POINT","P5131","NO",""
"sht10.cmp5389/sht2.cmp3659","ict_sym_3.smb","ICT--POINT","P5133","NO",""
"sht10.cmp5389/sht2.cmp3401","ict_sym_3.smb","ICT--POINT","P5155","NO",""
"sht3.cmp313","ict_sym_3.smb","ICT--POINT","P5660","NO",""
"sht3.cmp329","ict_sym_3.smb","ICT--POINT","P5661","NO",""
"sht3.cmp270","ict_sym_3.smb","ICT--POINT","P5662","NO",""
"sht3.cmp279","ict_sym_3.smb","ICT--POINT","P5663","NO",""
"sht3.cmp310","ict_sym_3.smb","ICT--POINT","P5664","NO",""
"sht3.cmp277","ict_sym_3.smb","ICT--POINT","P5665","NO",""
"sht3.cmp295","ict_sym_3.smb","ICT--POINT","P5666","NO",""
"sht3.cmp309","ict_sym_3.smb","ICT--POINT","P5667","NO",""
"sht3.cmp307","ict_sym_3.smb","ICT--POINT","P5668","NO",""
"sht3.cmp305","ict_sym_3.smb","ICT--POINT","P5669","NO",""
"sht3.cmp287","ict_sym_3.smb","ICT--POINT","P5670","NO",""
"sht3.cmp274","ict_sym_3.smb","ICT--POINT","P5671","NO",""
"sht3.cmp290","ict_sym_3.smb","ICT--POINT","P5672","NO",""
"sht3.cmp317","ict_sym_3.smb","ICT--POINT","P5674","NO",""
"sht3.cmp314","ict_sym_3.smb","ICT--POINT","P5675","NO",""
"sht11.cmp3944","ict_sym_3.smb","ICT--POINT","P6112","NO",""
"sht11.cmp3938","ict_sym_3.smb","ICT--POINT","P6113","NO",""
"sht11.cmp3953","ict_sym_3.smb","ICT--POINT","P6114","NO",""
"sht11.cmp3936","ict_sym_3.smb","ICT--POINT","P6115","NO",""
"sht11.cmp3957","ict_sym_3.smb","ICT--POINT","P6116","NO",""
"sht11.cmp3947","ict_sym_3.smb","ICT--POINT","P6117","NO",""
"sht11.cmp3971","ict_sym_3.smb","ICT--POINT","P6122","NO",""
"sht11.cmp3965","ict_sym_3.smb","ICT--POINT","P6123","NO",""
"sht11.cmp3980","ict_sym_3.smb","ICT--POINT","P6124","NO",""
"sht11.cmp3963","ict_sym_3.smb","ICT--POINT","P6125","NO",""
"sht11.cmp3984","ict_sym_3.smb","ICT--POINT","P6126","NO",""
"sht11.cmp3974","ict_sym_3.smb","ICT--POINT","P6127","NO",""
"sht11.cmp3996","ict_sym_3.smb","ICT--POINT","P6132","NO",""
"sht11.cmp3990","ict_sym_3.smb","ICT--POINT","P6133","NO",""
"sht11.cmp4005","ict_sym_3.smb","ICT--POINT","P6134","NO",""
"sht11.cmp3988","ict_sym_3.smb","ICT--POINT","P6135","NO",""
"sht11.cmp4009","ict_sym_3.smb","ICT--POINT","P6136","NO",""
"sht11.cmp3999","ict_sym_3.smb","ICT--POINT","P6137","NO",""
"sht16.cmp3255","ict_sym_3.smb","ICT--POINT","P6144","NO",""
"sht16.cmp3236","ict_sym_3.smb","ICT--POINT","P6145","NO",""
"sht16.cmp3253","ict_sym_3.smb","ICT--POINT","P6146","NO",""
"sht16.cmp3241","ict_sym_3.smb","ICT--POINT","P6147","NO",""
"sht16.cmp3299","ict_sym_3.smb","ICT--POINT","P6154","NO",""
"sht16.cmp3286","ict_sym_3.smb","ICT--POINT","P6155","NO",""
"sht16.cmp3293","ict_sym_3.smb","ICT--POINT","P6156","NO",""
"sht16.cmp3291","ict_sym_3.smb","ICT--POINT","P6157","NO",""
"sht16.cmp3383","ict_sym_3.smb","ICT--POINT","P6164","NO",""
"sht16.cmp3380","ict_sym_3.smb","ICT--POINT","P6165","NO",""
